layout_id,v8_best_strategy,v8_best_mean_delta_pct,v8_best_median_delta_pct,v8_best_lower_frac,v9_same_strategy_mean_delta_pct,v9_same_strategy_median_delta_pct,v9_same_strategy_lower_frac,v9_best_strategy,v9_best_mean_delta_pct,v9_best_median_delta_pct,v9_best_lower_frac,v9_best_intercept_median_pctpt,same_best_strategy
deform_1387,staggered_levels:9:0.380:1,-2.9780597892218315,-0.6561149046786374,0.7037037037037037,0.1029397397194504,0.0668415237986831,0.4814814814814814,five_point,-3.414244651915336,-5.652895205922393,0.5555555555555556,0.0238888888888899,False
deform_0893,staggered_levels:9:0.380:2,-2.7797164772878897,-0.3637140512742586,0.5555555555555556,-2.0357310757967046,-0.2205793526962815,0.5555555555555556,staggered_levels:9:0.380:1,-3.0409839147296056,-6.736606709345681,0.5555555555555556,-0.2316666666666633,False
deform_1822,staggered_levels:9:0.380:0,-2.3212076086662186,-8.621794883155614,0.7407407407407407,0.9740558320086176,0.2610422840113935,0.3703703703703703,five_point,-2.373042578075766,-0.2767292801776886,0.5555555555555556,0.0033333333333329,False
deform_0276,staggered_levels:9:0.380:0,-0.817246252750809,-0.4011775990212885,0.6666666666666666,1.7843414856605893,6.364424574858582,0.4444444444444444,staggered_levels:9:0.380:1,-0.3984350745631397,-0.6727101100838383,0.6666666666666666,1.1694444444444452,False
