azimuth_deg,zenith_deg,optical_efficiency
-108.3501948979904,75.16418312875807,0.30455345215456825
-99.70177729225928,64.03854613089877,0.3549816649489756
-90.65725218339193,52.62006745858983,0.374269810610637
-80.10550056197276,41.191926663818805,0.38607578999620595
-65.71597060159884,30.22097528849905,0.39465247821710003
-41.76737971760252,20.89356310756119,0.3998144617416805
-0.026497302993618632,16.626494559832,0.4016319588183488
41.73348136634553,20.88515294103226,0.3999239059168317
65.69781312851728,30.209418907310415,0.39476687898483337
80.09380784226659,41.179351498905866,0.3861621286137408
90.64820738811954,52.607172025574044,0.374318475055201
99.69373833327666,64.02564752595762,0.35504611745346476
108.34226925936326,75.1515051238466,0.30468256914010017
-103.05694324524782,79.25066189596382,0.26589932093664825
-93.85864772434175,67.91417694123639,0.34415025786238745
-84.05004341676272,56.45567213103373,0.3699934330772667
-72.44239345974279,45.23286191110199,0.38285902205663525
-56.88058979485963,34.856844311949594,0.3919022551499242
-33.525534603785815,26.657467852486846,0.3973236662623611
-0.005258428768570411,23.27836988899996,0.3991445119158022
33.50297054232158,26.677898654682647,0.39737543825954924
56.82712949609572,34.89069018764468,0.39194455912511195
72.36896716902524,45.27713411033382,0.3828534724784402
83.96306065507406,56.510993018947715,0.369897320493064
93.7605487498762,67.98296840649652,0.34390550933428016
102.94853725010887,79.33652554742933,0.264729350515587
-88.6185403728444,71.76405180484126,0.32776836891137556
-78.3376295962172,60.3781869708391,0.3642083525418252
-66.17249517001106,49.459019318642675,0.37917085936332556
-50.32140495737494,39.69478288411299,0.3886100712405807
-28.365504891061477,32.38036746674918,0.39424788237047004
0.009640640666447098,29.538923633591054,0.3961208259347113
28.36010953929471,32.410314219362654,0.39425971970281953
50.27776982695923,39.74608726009079,0.3886001730197592
66.09910820422152,49.52588138976194,0.3790868608009176
78.24260993458915,60.459423271408475,0.3640177322236744
88.50579905302101,71.86136077727754,0.3271991506476843
-83.33462704972813,75.97669621658774,0.3012267241227418
-72.78348897352038,64.7642929573502,0.3554205722433842
-60.387715773674316,54.24239576992212,0.374561803831041
-44.747718069791915,45.12420700831933,0.38440165119641223
-24.459009882458645,38.58265497976083,0.3902463948832729
0.00685277768133119,36.14145341232751,0.39216899613195894
24.452840707919904,38.61495603281848,0.39023341376835974
44.70706095321489,45.181397578715874,0.38433893368466227
60.31532138722909,54.31802368971893,0.3743762198056308
72.6853267847323,64.85586468092242,0.3551024757365463
83.21402125445724,76.0848996346986,0.30033184354436754
-78.5425176876838,80.0325842013464,0.25722085041308274
-67.92328362605228,69.05877029093057,0.3419259425700555
-55.56574516114786,58.95802158345445,0.36830736940499287
-40.40853528427428,50.42751561855299,0.3797671464177419
-21.653755354809192,44.49707335034005,0.38576880409182407
0.006053265849828904,42.34058404282935,0.3877529645203556
21.649824158339783,44.53004394100857,0.385719690946651
40.37432846494073,50.48708991230293,0.37962733148295547
55.50014820329781,59.03760788358674,0.3680407431537629
67.82985159941646,69.15482595863598,0.3413913923827957
78.4235199315471,80.14463694421791,0.25547089768430875
-62.86643323382661,73.95203063324364,0.3169209241552288
-50.76926121867021,64.35396095758055,0.3581280124297728
-36.33266018690327,56.44479011431874,0.3732043903808724
-19.171097298329954,51.09370488331612,0.38000978448011447
0.004741621419469766,49.18686992074891,0.3820300454653
19.167986107320502,51.124648481893324,0.37991763215123725
36.304905272977436,56.50158908998218,0.3729885006824815
50.71315936158862,64.43054723547205,0.3577409494755111
62.78291851880152,74.04427540098497,0.31613697859179835
-58.1162158941119,78.89095246283817,0.2739458102752437
-46.4501919189689,69.81783861630039,0.33998023384012677
-32.840597206203256,62.494127626955155,0.36323791015872015
-17.142582604575466,57.64173865241062,0.3722765405211012
-0.0030083387728438993,55.935990264238555,0.37481550161877947
17.13272369468754,57.665537866037674,0.3721319941576472
32.81362297075353,62.53830390400773,0.36290800048995825
46.4017440352506,69.87786298151951,0.33945821015101313
58.04519759374597,78.96320375673993,0.27282751588423165
-52.95531990044171,84.53378756441128,0.15771076020969668
-41.94289387083603,76.07647882355413,0.30293964609501056
-29.35306609976965,69.37952522114652,0.34210940214524194
-15.194447821844676,65.01943308691229,0.3578510251326451
-0.01237376515740607,63.496377741594536,0.3618632475724693
15.170811807300538,65.01530263569369,0.35773963619232063
29.331229982038536,69.37179597087116,0.341935663901715
41.92311604979756,76.06593787268181,0.3027991041215368
52.93722777779544,84.52120362830351,0.15774012895971762
