layout_id,strategy,layout_sha256,sample_sha256,full_heliostat_count,sampled_heliostat_count,ray_count_requested,raydata_rows,sun_day,sun_hour,sun_x,sun_y,sun_z,elapsed_s,receiver_absorbed_unique_rays,receiver_intercept_per_requested_ray,peak_flux_w_m2,mean_active_flux_w_m2,peak_to_active_mean,active_flux_cv,total_receiver_power_proxy_w,condition_id,baseline_peak_to_active_mean,baseline_active_flux_cv,baseline_receiver_intercept_per_requested_ray,baseline_total_receiver_power_proxy_w,delta_peak_to_active_mean_pct_vs_baseline_same_strategy,delta_active_cv_pct_vs_baseline_same_strategy,delta_receiver_intercept_pctpt_vs_baseline_same_strategy
baseline_full,visible_equator,17c4d9d0c4906187ea0b9c0367998fc0f1bfdde2ca4aae0ac63e6c8d6724e08a,f14063913f333704689cfb5c800787effae85def0201eeba141e64ac5eb88983,11915,6000,60000,116505,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,7.330475568771362,43058.0,0.7176333333333333,2652789.828347956,819363.399199221,3.237623050944888,0.316343994343322,8786448033.000484,d20_h10,3.237623050944888,0.316343994343322,0.7176333333333333,8786448033.000484,0.0,0.0,0.0
baseline_full,five_point,17c4d9d0c4906187ea0b9c0367998fc0f1bfdde2ca4aae0ac63e6c8d6724e08a,f14063913f333704689cfb5c800787effae85def0201eeba141e64ac5eb88983,11915,6000,60000,116625,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,6.840939521789551,38589.0,0.64315,2040442.1320828756,759623.1940116049,2.686124052251758,0.2700978178592336,7873862143.494608,d20_h10,2.686124052251758,0.2700978178592336,0.64315,7873862143.494608,0.0,0.0,0.0
baseline_full,staggered_levels:9:0.380:0,17c4d9d0c4906187ea0b9c0367998fc0f1bfdde2ca4aae0ac63e6c8d6724e08a,f14063913f333704689cfb5c800787effae85def0201eeba141e64ac5eb88983,11915,6000,60000,116599,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,8.748052835464478,39421.0,0.6570166666666667,1837931.4481917336,764932.6969725913,2.4027361563517915,0.2755321124986782,8050343957.685148,d20_h10,2.4027361563517915,0.2755321124986782,0.6570166666666667,8050343957.685148,0.0,0.0,0.0
baseline_full,staggered_levels:9:0.380:1,17c4d9d0c4906187ea0b9c0367998fc0f1bfdde2ca4aae0ac63e6c8d6724e08a,f14063913f333704689cfb5c800787effae85def0201eeba141e64ac5eb88983,11915,6000,60000,116540,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,7.856772899627685,39252.0,0.6542,2052465.693419617,766907.9139934265,2.6762870169536543,0.2710873058491848,8056338339.81068,d20_h10,2.6762870169536543,0.2710873058491848,0.6542,8056338339.81068,0.0,0.0,0.0
baseline_full,staggered_levels:9:0.380:2,17c4d9d0c4906187ea0b9c0367998fc0f1bfdde2ca4aae0ac63e6c8d6724e08a,f14063913f333704689cfb5c800787effae85def0201eeba141e64ac5eb88983,11915,6000,60000,116615,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,10.270218849182127,39236.0,0.6539333333333334,2028714.5806745647,763110.1025543284,2.6584821428571432,0.2673705028793359,7959864528.734724,d20_h10,2.6584821428571432,0.2673705028793359,0.6539333333333334,7959864528.734724,0.0,0.0,0.0
baseline_full,staggered_levels:9:0.380:5,17c4d9d0c4906187ea0b9c0367998fc0f1bfdde2ca4aae0ac63e6c8d6724e08a,f14063913f333704689cfb5c800787effae85def0201eeba141e64ac5eb88983,11915,6000,60000,116481,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,9.995991230010986,39123.0,0.65205,2044539.9072385365,767877.192472007,2.6625871002322685,0.2788552766372148,7998853479.089325,d20_h10,2.6625871002322685,0.2788552766372148,0.65205,7998853479.089325,0.0,0.0,0.0
baseline_full,staggered_levels:9:0.380:8,17c4d9d0c4906187ea0b9c0367998fc0f1bfdde2ca4aae0ac63e6c8d6724e08a,f14063913f333704689cfb5c800787effae85def0201eeba141e64ac5eb88983,11915,6000,60000,116630,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,9.17358922958374,39580.0,0.6596666666666666,2236711.645578361,768241.6178135002,2.9114689880304683,0.2758625297799307,8048095175.635592,d20_h10,2.9114689880304683,0.2758625297799307,0.6596666666666666,8048095175.635592,0.0,0.0,0.0
ctrl_radial_compact_015,visible_equator,587ce2e2e2833e0a64ee8b9242f940183fe5e097c23455588f8d24c1ac62f9ac,aedff65b82d5082349c8b46111451aea7bed5f3f384e3f2720c3e2fe84fa3413,11915,6000,60000,116585,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,9.369183540344238,43262.0,0.7210333333333333,2244368.106749851,822256.3049010069,2.7295237426243326,0.3101250454354918,8826895730.382912,d20_h10,3.237623050944888,0.316343994343322,0.7176333333333333,8786448033.000484,-15.693590647381528,-1.9658817676433893,0.33999999999999586
ctrl_radial_compact_015,five_point,587ce2e2e2833e0a64ee8b9242f940183fe5e097c23455588f8d24c1ac62f9ac,aedff65b82d5082349c8b46111451aea7bed5f3f384e3f2720c3e2fe84fa3413,11915,6000,60000,116648,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,8.382110834121704,38789.0,0.6464833333333333,1849684.5431415236,766065.7651165297,2.4145244799709324,0.2697792103369288,7971934860.435171,d20_h10,2.686124052251758,0.2700978178592336,0.64315,7873862143.494608,-10.111207338065627,-0.11796005048468382,0.33333333333332993
ctrl_radial_compact_015,staggered_levels:9:0.380:0,587ce2e2e2833e0a64ee8b9242f940183fe5e097c23455588f8d24c1ac62f9ac,aedff65b82d5082349c8b46111451aea7bed5f3f384e3f2720c3e2fe84fa3413,11915,6000,60000,116575,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,8.010616779327393,39625.0,0.6604166666666667,2025856.014216449,762770.4930812033,2.655918172756035,0.2754025684320812,8027454456.332682,d20_h10,2.4027361563517915,0.2755321124986782,0.6570166666666667,8050343957.685148,10.537237546242444,-0.0470159595635549,0.33999999999999586
ctrl_radial_compact_015,staggered_levels:9:0.380:1,587ce2e2e2833e0a64ee8b9242f940183fe5e097c23455588f8d24c1ac62f9ac,aedff65b82d5082349c8b46111451aea7bed5f3f384e3f2720c3e2fe84fa3413,11915,6000,60000,116415,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,7.839484691619873,39465.0,0.65775,2240801.586409566,763647.9465702082,2.9343385214007798,0.2741299334293559,8039384964.332137,d20_h10,2.6762870169536543,0.2710873058491848,0.6542,8056338339.81068,9.642146108112819,1.1223792167766855,0.3549999999999942
ctrl_radial_compact_015,staggered_levels:9:0.380:2,587ce2e2e2833e0a64ee8b9242f940183fe5e097c23455588f8d24c1ac62f9ac,aedff65b82d5082349c8b46111451aea7bed5f3f384e3f2720c3e2fe84fa3413,11915,6000,60000,116577,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,7.478400945663452,39446.0,0.6574333333333333,2024875.3762935784,758996.3193270931,2.6678329324294765,0.2696269527975884,7987323409.32765,d20_h10,2.6584821428571432,0.2673705028793359,0.6539333333333334,7959864528.734724,0.3517341501599749,0.8439412328408036,0.34999999999999476
ctrl_radial_compact_015,staggered_levels:9:0.380:5,587ce2e2e2833e0a64ee8b9242f940183fe5e097c23455588f8d24c1ac62f9ac,aedff65b82d5082349c8b46111451aea7bed5f3f384e3f2720c3e2fe84fa3413,11915,6000,60000,116585,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,10.193340301513672,39427.0,0.6571166666666667,2036411.2135813036,765786.5728559011,2.6592412112774104,0.2741363744994881,8028958491.787004,d20_h10,2.6625871002322685,0.2788552766372148,0.65205,7998853479.089325,-0.12566307988821193,-1.6922405753382754,0.5066666666666664
ctrl_radial_compact_015,staggered_levels:9:0.380:8,587ce2e2e2833e0a64ee8b9242f940183fe5e097c23455588f8d24c1ac62f9ac,aedff65b82d5082349c8b46111451aea7bed5f3f384e3f2720c3e2fe84fa3413,11915,6000,60000,116528,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,8.45869493484497,39544.0,0.6590666666666667,2240792.971476258,768984.3240532359,2.913964435146444,0.2773427041488637,8055447024.005193,d20_h10,2.9114689880304683,0.2758625297799307,0.6596666666666666,8048095175.635592,0.08571092895837572,0.5365623124364897,-0.05999999999999339
ctrl_radial_expand_015,visible_equator,9ff20aba5bb32231a30c7bf3543ddb8926621171e0373e37840cb6a6a1d1503c,7e006bfe52bf5d2802b4a4370f8f52011d7dc266f0c1e693d925278fdbd22007,11915,6000,60000,116547,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,8.767736673355103,42657.0,0.71095,2850412.2096967334,812548.0198107413,3.507992315778028,0.3123550284728141,8685002402.073824,d20_h10,3.237623050944888,0.316343994343322,0.7176333333333333,8786448033.000484,8.350856803859044,-1.2609583054637516,-0.6683333333333374
ctrl_radial_expand_015,five_point,9ff20aba5bb32231a30c7bf3543ddb8926621171e0373e37840cb6a6a1d1503c,7e006bfe52bf5d2802b4a4370f8f52011d7dc266f0c1e693d925278fdbd22007,11915,6000,60000,116577,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,7.973445415496826,38380.0,0.6396666666666667,2243275.2128391243,758678.0581862107,2.956820997568026,0.267385497268468,7826991151.705964,d20_h10,2.686124052251758,0.2700978178592336,0.64315,7873862143.494608,10.0776040142057,-1.004199372013871,-0.3483333333333283
ctrl_radial_expand_015,staggered_levels:9:0.380:0,9ff20aba5bb32231a30c7bf3543ddb8926621171e0373e37840cb6a6a1d1503c,7e006bfe52bf5d2802b4a4370f8f52011d7dc266f0c1e693d925278fdbd22007,11915,6000,60000,116694,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,8.539320707321167,39246.0,0.6541,2045453.2585157736,769178.1511248964,2.659271139623986,0.2785137937725384,8027585858.371007,d20_h10,2.4027361563517915,0.2755321124986782,0.6570166666666667,8050343957.685148,10.676785405423207,1.0821538175062895,-0.29166666666666785
ctrl_radial_expand_015,staggered_levels:9:0.380:1,9ff20aba5bb32231a30c7bf3543ddb8926621171e0373e37840cb6a6a1d1503c,7e006bfe52bf5d2802b4a4370f8f52011d7dc266f0c1e693d925278fdbd22007,11915,6000,60000,116625,20,10.0,0.4688176331969026,-0.788684455783609,0.3977271124891626,10.71256947517395,39012.0,0.6502,2247257.597689181,767220.4785886061,2.9290896950812373,0.2725980780063644,7970001218.277302,d20_h10,2.6762870169536543,0.2710873058491848,0.6542,8056338339.81068,9.446022662223331,0.5573009597211058,-0.40000000000000036
