layout_id,strategy,cases,median_delta_peak_pct,mean_delta_peak_pct,p10_delta_peak_pct,p90_delta_peak_pct,share_lower_peak,median_delta_cv_pct,median_delta_intercept_pctpt
sb_pf_flux,staggered_levels:9:0.380:2,27,0.3666523671083006,3.6664677371819114,-9.151943468644882,21.30195170608897,0.3333333333333333,-0.2732993060383468,-0.47000000000000375
sb_hy_energy,visible_equator,27,8.486712977534221,3.994983636774179,-11.342814001355675,16.98776997655335,0.4444444444444444,0.19641333999196303,0.9533333333333394
sb_hs_flux,visible_equator,27,0.7543777437438737,4.092328445368609,-7.688196170211978,18.806397109047204,0.2222222222222222,-0.7194308524000833,-0.5566666666666609
sb_hy_energy,staggered_levels:9:0.380:6,27,0.17450396086119127,4.183640882501254,-9.695326766336038,21.552293229002743,0.37037037037037035,0.1056013304224266,0.8266666666666644
deform_1387,staggered_levels:9:0.380:2,27,0.09168923081328056,4.197484880437985,-9.163882712194873,19.79223785694808,0.4444444444444444,0.42395590113098336,-0.061666666666659875
sb_hs_flux,staggered_levels:9:0.380:3,27,0.49512543776979107,4.299128831021109,-9.250900301868388,20.95925026749766,0.3333333333333333,-0.3232580492646965,-0.5699999999999927
sb_hs_flux,staggered_levels:9:0.380:8,27,0.33832823560582925,4.346752919742796,-8.499582630475322,19.99424856591506,0.2962962962962963,-0.7590612168200522,-0.45000000000000595
deform_1387,staggered_levels:9:0.380:8,27,0.6007323066848818,4.621579165624382,-3.7731157912251714,10.659076362399544,0.25925925925925924,-0.1578590259664117,-0.07333333333333636
joint_g04_0478,staggered_levels:9:0.380:6,27,0.7686307258473223,4.632017321485891,-12.095189860986562,19.260960062016697,0.4074074074074074,0.2585125008182602,-0.5900000000000016
sb_pf_flux,staggered_levels:9:0.380:6,27,0.33966280850321673,4.696161312453605,-8.606312207150438,15.29941562086698,0.37037037037037035,-0.3989800095746687,-0.24333333333333984
deform_0893,staggered_levels:9:0.380:2,27,0.7856316030231433,4.733846590769371,-8.54708896343477,20.465036240685908,0.2962962962962963,-0.020174433588945783,-0.15499999999999403
sb_pf_flux,staggered_levels:9:0.380:8,27,0.44266650682078573,4.781361345002421,-3.4336250035218954,14.096658112419018,0.3333333333333333,0.25657812298658444,-0.5266666666666642
ctrl_radial_expand_015,staggered_levels:9:0.380:6,27,0.31798168079466627,5.1443509852209575,-9.310274687135957,22.21615770048935,0.4444444444444444,0.2222859147313655,-0.5133333333333323
deform_1387,staggered_levels:9:0.380:6,27,8.747405561779457,5.9803261742584874,-9.545502263606833,21.260734474092892,0.3333333333333333,0.9706339171239515,0.004999999999999449
joint_g02_0333,five_point,27,0.5900707390393919,6.695010153667727,-9.144051058661951,22.37748801357202,0.4074074074074074,0.8851872230625101,0.04666666666667263
sb_hy_energy,staggered_levels:9:0.380:2,27,9.405946704331065,7.250488843018156,-0.08260052624728108,20.072009192413894,0.2222222222222222,-0.062351340647355515,0.8883333333333354
