azimuth_deg,zenith_deg,optical_efficiency
-108.3501948979904,75.16418312875807,0.3064402328838291
-99.70177729225928,64.03854613089877,0.36016307472973885
-90.65725218339193,52.62006745858983,0.3809698889434479
-80.10550056197276,41.191926663818805,0.3927644651867291
-65.71597060159884,30.22097528849905,0.4013336499735395
-41.76737971760252,20.89356310756119,0.4065110757955996
-0.026497302993618632,16.626494559832,0.40831079646586094
41.73348136634553,20.88515294103226,0.4064148877329101
65.69781312851728,30.209418907310415,0.40115498686345474
80.09380784226659,41.179351498905866,0.39255520667355337
90.64820738811954,52.607172025574044,0.38071597698838056
99.69373833327666,64.02564752595762,0.3598832237244012
108.34226925936326,75.1515051238466,0.30611246556295607
-103.05694324524782,79.25066189596382,0.2655525198289889
-93.85864772434175,67.91417694123639,0.3480658100898972
-84.05004341676272,56.45567213103373,0.37616107096721024
-72.44239345974279,45.23286191110199,0.3895039953766501
-56.88058979485963,34.856844311949594,0.398529155938001
-33.525534603785815,26.657467852486846,0.403945909534341
-0.005258428768570411,23.27836988899996,0.40570718426225655
33.50297054232158,26.677898654682647,0.4038337189012769
56.82712949609572,34.89069018764468,0.3983246703625108
72.36896716902524,45.27713411033382,0.38924012961850574
83.96306065507406,56.510993018947715,0.3757996343726791
93.7605487498762,67.98296840649652,0.3474564175594223
102.94853725010887,79.33652554742933,0.26387323745171437
-88.6185403728444,71.76405180484126,0.3304898490969251
-78.3376295962172,60.3781869708391,0.3699414608227116
-66.17249517001106,49.459019318642675,0.38573758654845763
-50.32140495737494,39.69478288411299,0.39514794274625786
-28.365504891061477,32.38036746674918,0.40076685151070035
0.009640640666447098,29.538923633591054,0.402596157478368
28.36010953929471,32.410314219362654,0.40064567697735387
50.27776982695923,39.74608726009079,0.39492109237512146
66.09910820422152,49.52588138976194,0.38542770568078366
78.24260993458915,60.459423271408475,0.36947028311067737
88.50579905302101,71.86136077727754,0.3295703772287875
-83.33462704972813,75.97669621658774,0.30279922953135235
-72.78348897352038,64.7642929573502,0.3604526511484486
-60.387715773674316,54.24239576992212,0.38074679577071713
-44.747718069791915,45.12420700831933,0.39079017959505435
-24.459009882458645,38.58265497976083,0.3966272241778977
0.00685277768133119,36.14145341232751,0.39850898264225393
24.452840707919904,38.61495603281848,0.396500870358749
44.70706095321489,45.181397578715874,0.3905548653502529
60.31532138722909,54.31802368971893,0.38040325492523114
72.6853267847323,64.85586468092242,0.35987077595470907
83.21402125445724,76.0848996346986,0.3016062721891005
-78.5425176876838,80.0325842013464,0.25621293368809994
-67.92328362605228,69.05877029093057,0.3455494681127534
-55.56574516114786,58.95802158345445,0.374061940227263
-40.40853528427428,50.42751561855299,0.38596792508501704
-21.653755354809192,44.49707335034005,0.3919614599833967
0.006053265849828904,42.34058404282935,0.3939133483252361
21.649824158339783,44.53004394100857,0.3918353151864983
40.37432846494073,50.48708991230293,0.3857345995692652
55.50014820329781,59.03760788358674,0.3736534740767828
67.82985159941646,69.15482595863598,0.34478687912208483
78.4235199315471,80.14463694421791,0.2541956706268642
-62.86643323382661,73.95203063324364,0.3193462089132183
-50.76926121867021,64.35396095758055,0.3631577565790417
-36.33266018690327,56.44479011431874,0.3789686866063965
-19.171097298329954,51.09370488331612,0.38593658085408933
0.004741621419469766,49.18686992074891,0.38794933090541733
19.167986107320502,51.124648481893324,0.38581811291347207
36.304905272977436,56.50158908998218,0.3787241085891556
50.71315936158862,64.43054723547205,0.36267841820362334
62.78291851880152,74.04427540098497,0.3183670527090412
-58.1162158941119,78.89095246283817,0.27418400986874536
-46.4501919189689,69.81783861630039,0.3437287875112693
-32.840597206203256,62.494127626955155,0.3684229345243192
-17.142582604575466,57.64173865241062,0.37780822493967997
-0.0030083387728438993,55.935990264238555,0.3804571613534166
17.13272369468754,57.665537866037674,0.3776844411331982
32.81362297075353,62.53830390400773,0.36815092688493617
46.4017440352506,69.87786298151951,0.34313493555778335
58.04519759374597,78.96320375673993,0.2728651913347299
-52.95531990044171,84.53378756441128,0.15449624908723206
-41.94289387083603,76.07647882355413,0.305054651089808
-29.35306609976965,69.37952522114652,0.34630751625760725
-15.194447821844676,65.01943308691229,0.36286807831610135
-0.01237376515740607,63.496377741594536,0.3669735161982839
15.170811807300538,65.01530263569369,0.3627780601770464
29.331229982038536,69.37179597087116,0.34614881904176326
41.92311604979756,76.06593787268181,0.30482796776774673
52.93722777779544,84.52120362830351,0.15453121326470007
