sector_center_rad,sector_center_deg,heliostat_count,count_share,baseline_sector_count,baseline_sector_share,layout_id,label,delta_sector_count,delta_sector_share_pctpt
-2.0071286397934793,-115.00000000000003,309,0.025933697020562318,309,0.025933697020562318,ctrl_radial_expand_015,C_rad+,0,0.0
-1.8325957145940461,-105.00000000000001,305,0.025597985732270248,305,0.025597985732270248,ctrl_radial_expand_015,C_rad+,0,0.0
-1.658062789394613,-95.0,330,0.027696181284095678,330,0.027696181284095678,ctrl_radial_expand_015,C_rad+,0,0.0
-1.4835298641951802,-85.0,323,0.027108686529584557,323,0.027108686529584557,ctrl_radial_expand_015,C_rad+,0,0.0
-1.308996938995747,-74.99999999999999,349,0.029290809903483005,349,0.029290809903483005,ctrl_radial_expand_015,C_rad+,0,0.0
-1.1344640137963142,-65.0,352,0.029542593369702056,352,0.029542593369702056,ctrl_radial_expand_015,C_rad+,0,0.0
-0.9599310885968813,-55.0,367,0.030801510700797313,367,0.030801510700797313,ctrl_radial_expand_015,C_rad+,0,0.0
-0.7853981633974483,-45.0,378,0.0317247167436005,378,0.0317247167436005,ctrl_radial_expand_015,C_rad+,0,0.0
-0.6108652381980153,-35.0,395,0.0331514897188418,395,0.0331514897188418,ctrl_radial_expand_015,C_rad+,0,0.0
-0.43633231299858233,-24.999999999999996,383,0.03214435585396559,383,0.03214435585396559,ctrl_radial_expand_015,C_rad+,0,0.0
-0.2617993877991496,-15.000000000000009,395,0.0331514897188418,395,0.0331514897188418,ctrl_radial_expand_015,C_rad+,0,0.0
-0.0872664625997166,-5.000000000000007,372,0.0312211498111624,372,0.0312211498111624,ctrl_radial_expand_015,C_rad+,0,0.0
0.08726646259971638,4.999999999999995,409,0.03432647922786404,409,0.03432647922786404,ctrl_radial_expand_015,C_rad+,0,0.0
0.26179938779914935,14.999999999999996,395,0.0331514897188418,395,0.0331514897188418,ctrl_radial_expand_015,C_rad+,0,0.0
0.43633231299858233,24.999999999999996,383,0.03214435585396559,383,0.03214435585396559,ctrl_radial_expand_015,C_rad+,0,0.0
0.6108652381980153,35.0,392,0.03289970625262274,392,0.03289970625262274,ctrl_radial_expand_015,C_rad+,0,0.0
0.7853981633974483,45.0,376,0.03155686109945447,376,0.03155686109945447,ctrl_radial_expand_015,C_rad+,0,0.0
0.959931088596881,54.999999999999986,366,0.0307175828787243,366,0.0307175828787243,ctrl_radial_expand_015,C_rad+,0,0.0
1.1344640137963138,64.99999999999997,350,0.029374737725556023,350,0.029374737725556023,ctrl_radial_expand_015,C_rad+,0,0.0
1.308996938995747,74.99999999999999,346,0.029039026437263953,346,0.029039026437263953,ctrl_radial_expand_015,C_rad+,0,0.0
1.4835298641951802,85.0,317,0.026605119597146454,317,0.026605119597146454,ctrl_radial_expand_015,C_rad+,0,0.0
1.658062789394613,95.0,328,0.027528325639949645,328,0.027528325639949645,ctrl_radial_expand_015,C_rad+,0,0.0
1.8325957145940457,104.99999999999999,303,0.02543013008812421,303,0.02543013008812421,ctrl_radial_expand_015,C_rad+,0,0.0
2.007128639793479,115.0,305,0.025597985732270248,305,0.025597985732270248,ctrl_radial_expand_015,C_rad+,0,0.0
2.181661564992912,125.00000000000001,289,0.024255140579101973,289,0.024255140579101973,ctrl_radial_expand_015,C_rad+,0,0.0
2.356194490192345,135.0,291,0.024422996223248006,291,0.024422996223248006,ctrl_radial_expand_015,C_rad+,0,0.0
2.5307274153917776,145.0,285,0.023919429290809903,285,0.023919429290809903,ctrl_radial_expand_015,C_rad+,0,0.0
2.7052603405912103,154.99999999999997,283,0.02375157364666387,283,0.02375157364666387,ctrl_radial_expand_015,C_rad+,0,0.0
2.8797932657906435,165.0,278,0.023331934536298782,278,0.023331934536298782,ctrl_radial_expand_015,C_rad+,0,0.0
3.0543261909900767,175.0,242,0.020310532941670165,242,0.020310532941670165,ctrl_radial_expand_015,C_rad+,0,0.0
-3.0543261909900767,-175.0,269,0.022576584137641627,279,0.0234158623583718,joint_g02_0333,J_bal,-10,-0.08392782207301726
-2.879793265790644,-165.00000000000003,276,0.02316407889215275,282,0.02366764582459085,joint_g02_0333,J_bal,-6,-0.050356693243810285
-2.705260340591211,-155.0,274,0.022996223248006716,284,0.023835501468736885,joint_g02_0333,J_bal,-10,-0.08392782207301691
-2.5307274153917776,-145.0,280,0.02349979018044482,287,0.02408728493495594,joint_g02_0333,J_bal,-7,-0.058749475451112115
-2.356194490192345,-135.0,284,0.023835501468736885,294,0.024674779689467057,joint_g02_0333,J_bal,-10,-0.08392782207301726
-2.181661564992912,-125.00000000000001,303,0.02543013008812421,293,0.024590851867394042,joint_g02_0333,J_bal,10,0.08392782207301691
-2.0071286397934793,-115.00000000000003,313,0.026269408308854384,309,0.025933697020562318,joint_g02_0333,J_bal,4,0.033571128829206626
-1.8325957145940461,-105.00000000000001,328,0.027528325639949645,305,0.025597985732270248,joint_g02_0333,J_bal,23,0.19303399076793964
-1.658062789394613,-95.0,339,0.028451531682752832,330,0.027696181284095678,joint_g02_0333,J_bal,9,0.07553503986571543
-1.4835298641951802,-85.0,348,0.029206882081409986,323,0.027108686529584557,joint_g02_0333,J_bal,25,0.20981955518254297
-1.308996938995747,-74.99999999999999,362,0.03038187159043223,349,0.029290809903483005,joint_g02_0333,J_bal,13,0.1091061686949224
-1.1344640137963142,-65.0,365,0.03063365505665128,352,0.029542593369702056,joint_g02_0333,J_bal,13,0.1091061686949224
-0.9599310885968813,-55.0,373,0.031305077633235416,367,0.030801510700797313,joint_g02_0333,J_bal,6,0.050356693243810285
-0.7853981633974483,-45.0,376,0.03155686109945447,378,0.0317247167436005,joint_g02_0333,J_bal,-2,-0.016785564414602966
-0.6108652381980153,-35.0,373,0.031305077633235416,395,0.0331514897188418,joint_g02_0333,J_bal,-22,-0.18464120856063818
-0.43633231299858233,-24.999999999999996,389,0.032647922786403695,383,0.03214435585396559,joint_g02_0333,J_bal,6,0.050356693243810285
-0.2617993877991496,-15.000000000000009,379,0.03180864456567352,395,0.0331514897188418,joint_g02_0333,J_bal,-16,-0.1342845153168279
-0.0872664625997166,-5.000000000000007,386,0.03239613932018464,372,0.0312211498111624,joint_g02_0333,J_bal,14,0.11749895090222388
0.08726646259971638,4.999999999999995,371,0.031137221989089383,409,0.03432647922786404,joint_g02_0333,J_bal,-38,-0.3189257238774657
0.26179938779914935,14.999999999999996,381,0.031976500209819556,395,0.0331514897188418,joint_g02_0333,J_bal,-14,-0.11749895090222423
0.43633231299858233,24.999999999999996,383,0.03214435585396559,383,0.03214435585396559,joint_g02_0333,J_bal,0,0.0
0.6108652381980153,35.0,368,0.03088543852287033,392,0.03289970625262274,joint_g02_0333,J_bal,-24,-0.20142677297524114
0.7853981633974483,45.0,373,0.031305077633235416,376,0.03155686109945447,joint_g02_0333,J_bal,-3,-0.02517834662190549
0.959931088596881,54.999999999999986,366,0.0307175828787243,366,0.0307175828787243,joint_g02_0333,J_bal,0,0.0
1.1344640137963138,64.99999999999997,360,0.030214015946286196,350,0.029374737725556023,joint_g02_0333,J_bal,10,0.08392782207301726
1.308996938995747,74.99999999999999,365,0.03063365505665128,346,0.029039026437263953,joint_g02_0333,J_bal,19,0.1594628619387327
1.4835298641951802,85.0,345,0.028955098615190935,317,0.026605119597146454,joint_g02_0333,J_bal,28,0.23499790180444813
1.658062789394613,95.0,324,0.027192614351657575,328,0.027528325639949645,joint_g02_0333,J_bal,-4,-0.03357112882920697
1.8325957145940457,104.99999999999999,325,0.027276542173730593,303,0.02543013008812421,joint_g02_0333,J_bal,22,0.18464120856063818
2.007128639793479,115.0,302,0.025346202266051197,305,0.025597985732270248,joint_g02_0333,J_bal,-3,-0.025178346621905143
2.181661564992912,125.00000000000001,298,0.025010490977759127,289,0.024255140579101973,joint_g02_0333,J_bal,9,0.07553503986571543
2.356194490192345,135.0,286,0.02400335711288292,291,0.024422996223248006,joint_g02_0333,J_bal,-5,-0.041963911036508456
2.5307274153917776,145.0,279,0.0234158623583718,285,0.023919429290809903,joint_g02_0333,J_bal,-6,-0.050356693243810285
2.7052603405912103,154.99999999999997,271,0.022744439781787664,283,0.02375157364666387,joint_g02_0333,J_bal,-12,-0.10071338648762057
2.8797932657906435,165.0,265,0.022240872849349558,278,0.023331934536298782,joint_g02_0333,J_bal,-13,-0.1091061686949224
3.0543261909900767,175.0,236,0.019806966009232062,242,0.020310532941670165,joint_g02_0333,J_bal,-6,-0.050356693243810285
-3.0543261909900767,-175.0,246,0.02064624422996223,279,0.0234158623583718,joint_g04_0478,J_flux,-33,-0.2769618128409569
-2.879793265790644,-165.00000000000003,260,0.021821233738984473,282,0.02366764582459085,joint_g04_0478,J_flux,-22,-0.18464120856063782
-2.705260340591211,-155.0,270,0.022660511959714646,284,0.023835501468736885,joint_g04_0478,J_flux,-14,-0.11749895090222388
-2.5307274153917776,-145.0,278,0.023331934536298782,287,0.02408728493495594,joint_g04_0478,J_flux,-9,-0.07553503986571578
-2.356194490192345,-135.0,290,0.02433906840117499,294,0.024674779689467057,joint_g04_0478,J_flux,-4,-0.033571128829206626
-2.181661564992912,-125.00000000000001,298,0.025010490977759127,293,0.024590851867394042,joint_g04_0478,J_flux,5,0.041963911036508456
-2.0071286397934793,-115.00000000000003,321,0.026940830885438524,309,0.025933697020562318,joint_g04_0478,J_flux,12,0.10071338648762057
-1.8325957145940461,-105.00000000000001,332,0.02786403692824171,305,0.025597985732270248,joint_g04_0478,J_flux,27,0.2266051195971463
-1.658062789394613,-95.0,336,0.02819974821653378,330,0.027696181284095678,joint_g04_0478,J_flux,6,0.050356693243810285
-1.4835298641951802,-85.0,354,0.02971044901384809,323,0.027108686529584557,joint_g04_0478,J_flux,31,0.26017624842635323
-1.308996938995747,-74.99999999999999,368,0.03088543852287033,349,0.029290809903483005,joint_g04_0478,J_flux,19,0.1594628619387327
-1.1344640137963142,-65.0,378,0.0317247167436005,352,0.029542593369702056,joint_g04_0478,J_flux,26,0.21821233738984447
-0.9599310885968813,-55.0,373,0.031305077633235416,367,0.030801510700797313,joint_g04_0478,J_flux,6,0.050356693243810285
-0.7853981633974483,-45.0,383,0.03214435585396559,378,0.0317247167436005,joint_g04_0478,J_flux,5,0.04196391103650915
-0.6108652381980153,-35.0,374,0.031389005455308434,395,0.0331514897188418,joint_g04_0478,J_flux,-21,-0.17624842635333635
-0.43633231299858233,-24.999999999999996,372,0.0312211498111624,383,0.03214435585396559,joint_g04_0478,J_flux,-11,-0.09232060428031909
-0.2617993877991496,-15.000000000000009,365,0.03063365505665128,395,0.0331514897188418,joint_g04_0478,J_flux,-30,-0.2517834662190518
-0.0872664625997166,-5.000000000000007,357,0.02996223248006714,372,0.0312211498111624,joint_g04_0478,J_flux,-15,-0.12589173310952606
0.08726646259971638,4.999999999999995,376,0.03155686109945447,409,0.03432647922786404,joint_g04_0478,J_flux,-33,-0.2769618128409569
0.26179938779914935,14.999999999999996,363,0.030465799412505247,395,0.0331514897188418,joint_g04_0478,J_flux,-32,-0.2685690306336551
0.43633231299858233,24.999999999999996,370,0.031053294167016365,383,0.03214435585396559,joint_g04_0478,J_flux,-13,-0.10910616869492275
0.6108652381980153,35.0,379,0.03180864456567352,392,0.03289970625262274,joint_g04_0478,J_flux,-13,-0.1091061686949224
0.7853981633974483,45.0,383,0.03214435585396559,376,0.03155686109945447,joint_g04_0478,J_flux,7,0.058749475451112115
