layout_id,strategy,mean_delta_peak_pct_v8,median_delta_peak_pct_v8,share_lower_peak_v8,mean_delta_peak_pct_v9,median_delta_peak_pct_v9,share_lower_peak_v9,strategy_short,mean_shift_pct,median_shift_pct,same_mean_sign
deform_0276,staggered_levels:9:0.380:0,-0.817246252750809,-0.4011775990212885,0.6666666666666666,1.7843414856605893,6.364424574858582,0.4444444444444444,S9-p0,2.601587738411398,6.76560217387987,False
deform_0276,staggered_levels:9:0.380:1,3.696729298172099,-0.1260482532245295,0.5185185185185185,-0.3984350745631397,-0.6727101100838383,0.6666666666666666,S9-p1,-4.095164372735239,-0.5466618568593088,False
deform_0276,staggered_levels:9:0.380:2,0.7792635829653213,-0.2532547444109577,0.6666666666666666,3.9515954041230223,-0.495292711558676,0.5925925925925926,S9-p2,3.172331821157701,-0.2420379671477183,True
deform_0276,five_point,5.976496794086911,0.3946699092537042,0.4444444444444444,1.602369271570416,-0.2024476997307335,0.5555555555555556,five-point,-4.374127522516495,-0.5971176089844377,True
deform_0276,visible_equator,2.0955376200784306,-0.9500490147093228,0.5555555555555556,0.3777000656476832,-0.8828965461055457,0.5555555555555556,visible,-1.7178375544307474,0.0671524686037771,True
deform_0893,staggered_levels:9:0.380:0,-1.9589945245862308,-0.7174483626072176,0.5925925925925926,0.6711985397701299,0.1897789899742192,0.3703703703703703,S9-p0,2.6301930643563605,0.9072273525814367,False
deform_0893,staggered_levels:9:0.380:1,-1.2238860494234,-0.3425253351162404,0.5925925925925926,-3.0409839147296056,-6.736606709345681,0.5555555555555556,S9-p1,-1.8170978653062055,-6.39408137422944,True
deform_0893,staggered_levels:9:0.380:2,-2.7797164772878897,-0.3637140512742586,0.5555555555555556,-2.0357310757967046,-0.2205793526962815,0.5555555555555556,S9-p2,0.7439854014911851,0.1431346985779771,True
deform_0893,five_point,2.7220982003166685,0.4576308558472906,0.3703703703703703,-0.6345926328905486,0.0431325099592701,0.4074074074074074,five-point,-3.356690833207217,-0.4144983458880205,False
deform_0893,visible_equator,-1.5866048508675483,0.2871646856743002,0.4074074074074074,-0.2982166390555844,0.0316985809709018,0.4814814814814814,visible,1.2883882118119638,-0.2554661047033984,True
deform_1387,staggered_levels:9:0.380:0,1.767828804938108,0.4878336899682836,0.4444444444444444,-0.5659008480081027,-0.0930055397009528,0.5555555555555556,S9-p0,-2.333729652946211,-0.5808392296692364,False
deform_1387,staggered_levels:9:0.380:1,-2.9780597892218315,-0.6561149046786374,0.7037037037037037,0.1029397397194504,0.0668415237986831,0.4814814814814814,S9-p1,3.0809995289412817,0.7229564284773206,False
deform_1387,staggered_levels:9:0.380:2,1.726753375328087,0.30849047622587,0.3703703703703703,2.282358475736094,0.2004871179023064,0.4814814814814814,S9-p2,0.5556051004080069,-0.10800335832356361,True
deform_1387,five_point,2.828881031848968,0.4189338848034469,0.4074074074074074,-3.414244651915336,-5.652895205922393,0.5555555555555556,five-point,-6.243125683764304,-6.071829090725839,False
deform_1387,visible_equator,2.0186554143921365,-0.0327630045229696,0.5185185185185185,0.7646013473905396,0.0891251836091326,0.4814814814814814,visible,-1.2540540670015967,0.1218881881321022,True
deform_1822,staggered_levels:9:0.380:0,-2.3212076086662186,-8.621794883155614,0.7407407407407407,0.9740558320086176,0.2610422840113935,0.3703703703703703,S9-p0,3.295263440674836,8.882837167167008,False
deform_1822,staggered_levels:9:0.380:1,-2.3198815535227175,-0.5905146313487442,0.5925925925925926,-0.5589164452131687,0.0014303938348082,0.4814814814814814,S9-p1,1.7609651083095488,0.5919450251835524,True
deform_1822,staggered_levels:9:0.380:2,2.9369833047719016,0.8369002366542974,0.3703703703703703,-1.0170179891669118,-0.1400264952368472,0.5555555555555556,S9-p2,-3.9540012939388136,-0.9769267318911445,False
deform_1822,five_point,4.587518705426834,0.918765314368219,0.1851851851851851,-2.373042578075766,-0.2767292801776886,0.5555555555555556,five-point,-6.960561283502599,-1.1954945945459077,False
deform_1822,visible_equator,1.0193273441817354,0.1534620943371319,0.4814814814814814,-0.579048241548476,-0.0791814094534755,0.5185185185185185,visible,-1.5983755857302113,-0.2326435037906074,False
