layout_id,opteff_mean,opteff_change_pct,flux_peak_value_nasa_weather,flux_peak_value_scaled_to_reported_tmy,flux_peak_to_active_mean,flux_peak_to_active_mean_change_pct
baseline_full,0.3572860829863612,0.0,0.0032003782689571,0.0032708884801446615,1.3637589635487353,0.0
deform_0276,0.3685318106891368,3.1475414907792265,0.0033617219887673,0.003435786898431586,1.4277663869561747,4.693455743886088
deform_0893,0.3581512584642349,0.24215202300692518,0.0032473832834511,0.0033189291014389557,1.38303138648815,1.4131839609885732
deform_1387,0.3598089438890159,0.7061178766235354,0.0032796731684356,0.0033519303918943537,1.3963720059375957,2.391408105138737
deform_1822,0.3590946677394514,0.506200727991768,0.0032308199442923,0.003302000841497701,1.376181619513631,0.9109128736774608
