candidate_id,heliostat_count,annual_energy_proxy_gwh,energy_ratio_vs_baseline,capex_proxy_musd,lcoe_proxy_cent_kwh,flux_risk_index,min_neighbor_m,terrain_elevation_range_m,terrain_slope_p95_pct,terrain_slope_mean_pct,layout_quality_score,sector_coverage_ratio,annular_coverage_ratio,ellipse_axis_ratio,extent_x_ratio,extent_y_ratio,is_publishable_geometry,x_scale,y_scale,radial_scale,radial_wave,twist,az_wave,petal_amp,petal_order,petal_phase,petal_twist,north_bias
deform_0010,11915,448.02541904327825,0.9996045606728361,843.6246055938461,15.246083775157691,0.9899955940357485,17.059551877123354,35.075939846153915,1.2773257841640164,1.0097011601725259,0.9899999999999999,1.0,1.0,1.0138544479988814,1.0,0.9899999999999999,1,1.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0011,11915,447.9771665731923,0.9994969029661267,843.64460964,15.248087514181938,1.0023002423352818,17.403386257148227,35.576040999999805,1.2752026162822199,1.0089023873842096,1.0,1.0,1.0,1.0062608318340642,1.0,1.0,1,1.01,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0012,11915,447.6206250425747,0.9987014111816748,843.6646451476923,15.260595426047923,1.007547432773306,17.404914163433876,36.076928692307774,1.2758059656468008,1.0080824829182131,1.0,1.0,1.0,1.0261867889000853,1.0,1.0,1,1.01,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0013,11915,447.6328960180636,0.9987287893672446,843.621568,15.259397908871202,0.9810045897482388,16.715125448266214,34.798642230769474,1.2769724236668782,1.0105381808135323,0.97,1.0,1.0,1.0552489339843414,1.0,0.97,1,1.03,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0014,11915,447.6181298782258,0.9986958441366884,843.6336593353847,15.260120004613956,0.987990170910047,17.059655237930894,35.30228338461529,1.2767489396404716,1.0098042164368013,0.9899999999999999,1.0,1.0,1.0339307737018295,1.0,0.9899999999999999,1,1.03,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0015,11915,447.57107448057377,0.9985908572584937,843.6536152123077,15.262085388838777,0.9991768408096825,17.40418722155582,35.80118030769245,1.2763425053109632,1.009026256994409,1.0,1.0,1.0,1.0134568969948623,1.0,1.0,1,1.03,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0016,11915,447.4903418183237,0.9984107319041048,843.6736202123077,15.265200818395709,1.0025381148428263,17.748007767190757,36.30130530769247,1.2752159301630013,1.0082233360352137,1.0,1.0,1.0,1.0062608318340642,1.0,1.0,1,1.03,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0017,11915,448.11917171921664,0.9998137354170803,843.6456363862487,15.243274076811785,0.9975991372765118,17.155611013966606,35.601709656216826,1.2764419122102528,1.0096678739130467,0.9885971788840144,1.0,1.0,1.0004917678241765,0.9942976559777735,0.9885971788840144,1,1.0,1.0,0.0,0.0,0.0,0.0,-0.02,4.0,0.0,0.0,0.0
deform_0018,11915,448.12391269424677,0.9998243131657095,843.621568,15.242677937833008,1.0002887555809372,17.14837308006607,34.877480821592826,1.2754241490499885,1.0088118791774499,1.0,1.0,1.0,1.0081815747062153,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,-0.02,4.0,0.7853981633974483,0.0,0.0
deform_0019,11915,448.1517717413517,0.999886470421433,843.6388868163646,15.242043286683444,0.9977909146150912,17.196837637317596,35.43297040911466,1.275965954172737,1.0095120057570126,0.9936165122036318,1.0,1.0,1.0046585337415133,0.995201199725572,0.9936165122036318,1,1.0,1.0,0.0,0.0,0.0,0.0,-0.012,4.0,0.0,0.0,0.0
deform_0020,11915,448.15463558493923,0.9998928600390516,843.621568,15.24163298796312,0.9996976859242191,17.193588199215345,34.99118020512742,1.2751850699808795,1.0089968920238355,1.0,1.0,1.0,1.007624848390316,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,-0.012,4.0,0.7853981633974483,0.0,0.0
deform_0021,11915,448.15463558493923,0.9998928600390516,843.621568,15.24163298796312,0.9996976859242191,17.193588199215345,34.99118020512742,1.2751850699808795,1.0089968920238355,1.0,1.0,1.0,1.007624848390316,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.012,4.0,0.0,0.0,0.0
deform_0022,11915,448.1517717413517,0.999886470421433,843.6388868163646,15.242043286683444,0.9977909146150912,17.196837637317596,35.43297040911466,1.275965954172737,1.0095120057570126,0.9936165122036318,1.0,1.0,1.0046585337415133,0.995201199725572,0.9936165122036318,1,1.0,1.0,0.0,0.0,0.0,0.0,0.012,4.0,0.7853981633974483,0.0,0.0
deform_0023,11915,448.12391269424677,0.9998243131657095,843.621568,15.242677937833008,1.0002887555809372,17.14837308006607,34.877480821592826,1.2754241490499885,1.0088118791774499,1.0,1.0,1.0,1.0081815747062153,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.02,4.0,0.0,0.0,0.0
deform_0024,11915,448.11917171921664,0.9998137354170803,843.6456363862487,15.243274076811785,0.9975991372765118,17.155611013966606,35.601709656216826,1.2764419122102528,1.0096678739130467,0.9885971788840144,1.0,1.0,1.0004917678241765,0.9942976559777735,0.9885971788840144,1,1.0,1.0,0.0,0.0,0.0,0.0,0.02,4.0,0.7853981633974483,0.0,0.0
