candidate_id,heliostat_count,annual_energy_proxy_gwh,energy_ratio_vs_baseline,capex_proxy_musd,lcoe_proxy_cent_kwh,flux_risk_index,min_neighbor_m,terrain_elevation_range_m,terrain_slope_p95_pct,terrain_slope_mean_pct,layout_quality_score,sector_coverage_ratio,annular_coverage_ratio,ellipse_axis_ratio,extent_x_ratio,extent_y_ratio,is_publishable_geometry,x_scale,y_scale,radial_scale,radial_wave,twist,az_wave,petal_amp,petal_order,petal_phase,petal_twist,north_bias,representative_role
baseline_full,11915,448.202656,1.0,843.629332,15.240140256442567,1.0,17.231075502126952,35.19410000000016,1.2764279656218551,1.0092745113332118,1.0,1.0,1.0,1.0062608318340642,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_control
deform_0276,11915,449.1154986797144,1.0020366739632047,843.621568,15.209024176454065,0.9855816336721119,16.20892434745614,33.31230167916624,1.2796457755467148,1.0113139269612677,0.9367123192755076,1.0,1.0,1.0250046905384738,0.9367123192755076,0.95416068137381,1,0.9656702172204522,0.9664905817245528,-0.021817214401466112,0.01324893283965779,-0.022927612840715816,0.0032503210547906794,0.0,0.0,0.0,0.0,-0.004063768820470916,max_energy
deform_0567,11915,449.1080838453078,1.0020201304771112,843.621568,15.209275279473161,1.0000630414202933,16.279043433652905,33.29329479851617,1.279543455791887,1.0111684053289303,0.9166666666666666,1.0,0.9166666666666666,1.0142162610100962,0.9414608749662704,0.9489040001241366,1,0.9687213827488674,0.9720821155306717,-0.022467484996047754,0.00178991654564915,0.008843712745987657,-0.007696827409284608,0.0,0.0,0.0,0.0,-0.011908530845872707,min_lcoe
deform_1387,11915,447.76791970139504,0.9990300452422911,843.621568,15.254796462406592,0.960067240252279,16.368308685912023,34.52829375688134,1.276740159227647,1.0113508470505115,0.9576998981317117,1.0,1.0,1.0578504630037533,1.0,0.9576998981317117,1,1.0326001051897005,0.9706311278807342,-0.01567343592582726,0.004192925482967402,0.026353803525534958,0.014705215183182244,0.006611339387646218,4.0,-2.472350680392686,0.0075811499767625065,0.011212699108676664,min_flux
deform_0893,11915,448.07102809339807,0.9997063205564718,843.621568,15.24447698951916,0.978997364022633,16.961064534053175,34.82284698497597,1.2750260386503445,1.0090008096125955,1.0,1.0,1.0,1.0073673321878442,1.0,1.0,1,1.0151549861835132,1.0007326331604842,-0.011473828613942333,0.011603455758637436,0.03406610397084531,0.013415736949065973,0.024002001855210054,4.0,0.05913578380732076,-0.007261531299320937,-0.01129535371128718,balanced
deform_1444,11915,448.10872369656073,0.9997904244828052,843.6262665723975,15.243279497763266,0.9806134394923128,17.052715771341628,35.117464309936395,1.275205303942435,1.0093564701797806,0.9934973284802218,1.0,1.0,1.0162023859879339,0.9934973284802218,1.0,1,1.0182316105593576,1.0042090450224628,-0.012980782375839923,0.015090750395253098,0.03352136188986185,0.0015740582317973657,0.0,0.0,0.0,0.0,0.003101832831491574,balanced_extra
deform_0665,11915,448.4156305721608,1.0004751747213225,843.621568,15.2327617766678,0.9910300901681828,16.867043605611396,34.28180475548015,1.2762244675298346,1.009659297697801,0.9932942270590491,1.0,1.0,1.0051654161726766,0.9943767056592673,0.9932942270590491,1,0.9681751633159335,0.971846377514297,0.015103481923091723,-0.0034535997949412447,-0.0032614672875923914,0.013836286208334953,-0.01719820318355636,4.0,-2.3888616486119516,0.0035714664660602934,0.006277613005114067,balanced_extra
deform_1822,11915,448.3198497861768,1.0002614749926355,843.621568,15.236016162786042,0.9846307334304985,17.02485216265992,34.82270981548436,1.2761393869109046,1.0098882636166142,0.991865298210527,1.0,1.0,1.004951153382673,0.9931579228354918,0.991865298210527,1,0.9668216680157874,0.9692221471294211,0.02293101712307765,4.871373545614621e-06,-0.007834110869415576,0.017567387815146943,0.0,0.0,0.0,0.0,0.008905107438352957,balanced_extra
