layout_id,v9_best_strategy,v9_best_mean_delta_pct,v9_best_median_delta_pct,v9_best_lower_frac,v10_same_strategy_mean_delta_pct,v10_same_strategy_median_delta_pct,v10_same_strategy_lower_frac,v10_best_strategy,v10_best_mean_delta_pct,v10_best_median_delta_pct,v10_best_lower_frac,v10_best_intercept_median_pctpt,same_best_strategy,best_mean_shift_pct
deform_1387,five_point,-3.414244651915336,-5.652895205922393,0.5555555555555556,-0.6516753303665465,0.0468562860294058,0.4814814814814814,staggered_levels:9:0.380:1,-2.6933967591929275,-0.4015038463040487,0.6296296296296297,-0.0061111111111067,False,0.7208478927224085
deform_1822,five_point,-2.373042578075766,-0.2767292801776886,0.5555555555555556,-2.32135676699748,-0.1401009570822452,0.5555555555555556,staggered_levels:9:0.380:0,-2.4764889470818194,-0.5612687499998843,0.6666666666666666,-0.0933333333333341,False,-0.10344636900605364
deform_0893,staggered_levels:9:0.380:1,-3.0409839147296056,-6.736606709345681,0.5555555555555556,0.7542873617730225,0.6529323676389464,0.4074074074074074,five_point,-2.33069943527397,-6.424366393954088,0.5925925925925926,-0.2633333333333376,False,0.7102844794556358
deform_0276,staggered_levels:9:0.380:1,-0.3984350745631397,-0.6727101100838383,0.6666666666666666,-0.2462923279696987,-0.5659202950459599,0.7407407407407407,five_point,-0.3057752022829927,-0.1135362617201874,0.5555555555555556,1.0949999999999904,False,0.092659872280147
