matrix,view,layout_id,label,role,strategy,strategy_short,cases,mean_delta_peak_pct,median_delta_peak_pct,hodges_lehmann_pct,std_delta_peak_pct,cohen_dz,ci95_low_mean_pct,ci95_high_mean_pct,lower_fraction,sign_lower_count,sign_nonzero_count,sign_test_p_lower,wilcoxon_p_lower,practical_threshold_pct,evidence_grade,ci
baseline-control direct,proxy-selected,deform_0276,$L_{opt}$,TS-FPDA optical-upper,staggered_levels:9:0.380:0,S9-p0,27,1.6168789130072412,-0.5439866236097607,-0.33620176722045525,14.032463689439387,0.11522416510680722,-2.9758472233925524,7.4119633825500415,0.7037037037037037,19,27,0.026119492948055267,0.2730088457465172,1.0,not supported or adverse,"[-2.98, +7.41]"
baseline-control direct,proxy-selected,deform_0893,$L_{nom}$,TS-FPDA nominal-proxy,staggered_levels:9:0.380:2,S9-p2,27,2.1136763552787934,0.2844156862141229,0.6872283038869065,12.266453538122525,0.17231356632214562,-2.3095429691765132,6.732963144846048,0.37037037037037035,10,27,0.9389609396457672,0.9224331825971603,1.0,not supported or adverse,"[-2.31, +6.73]"
baseline-control direct,proxy-selected,deform_1387,$L_{rob}$,TS-FPDA receiver-risk,staggered_levels:9:0.380:1,S9-p1,27,-0.40365849930482983,0.0349694266399505,0.10042342207185072,12.042276830935517,-0.033520114590611945,-4.932721862517094,3.9411467007868084,0.48148148148148145,13,27,0.6494459807872772,0.5703435838222504,1.0,engineering-indistinguishable/uncertain,"[-4.93, +3.94]"
baseline-control direct,proxy-selected,deform_1822,$L_{ctrl}$,TS-FPDA default-flux-control,staggered_levels:9:0.380:1,S9-p1,27,-0.7338651486848117,-0.2603543771257712,-0.04498291082395464,11.222433831368196,-0.06539269107861086,-4.74626804098847,3.6289196663473517,0.5185185185185185,14,27,0.5,0.4670429676771164,1.0,engineering-indistinguishable/uncertain,"[-4.75, +3.63]"
joint direct promotion,best-direct,joint_g02_0333,$J_{bal}$,joint no-energy-loss balance,staggered_levels:9:0.380:2,S9-p2,27,-1.981780958087683,-0.5296007214523998,-4.451036785328369,12.924041458110185,-0.15334065311621714,-6.585207911626559,2.982204947428538,0.7037037037037037,19,27,0.026119492948055267,0.05281306803226471,1.0,directional practical reduction,"[-6.59, +2.98]"
joint direct promotion,best-direct,joint_g02_0303,$J_{gain}$,joint energy-gated receiver candidate,staggered_levels:9:0.380:2,S9-p2,27,-2.4947348057321808,-0.7397335317136785,-4.333367816891096,11.814821738248519,-0.21115297894473448,-6.56719614140669,1.9908526338754475,0.6296296296296297,17,27,0.12389428168535233,0.11928589642047882,1.0,weak directional reduction,"[-6.57, +1.99]"
joint direct promotion,best-direct,joint_g04_0478,$J_{flux}$,joint receiver-risk boundary,staggered_levels:9:0.380:5,S9-p5,27,-4.063301372127869,-7.621988709547595,-4.642922389443054,8.259187950838902,-0.4919734720064279,-6.990509304369493,-0.9251649113070944,0.7407407407407407,20,27,0.0095786452293396,0.005600057542324066,1.0,CI-supported reduction,"[-6.99, -0.93]"
joint direct promotion,proxy-selected,joint_g02_0333,$J_{bal}$,joint no-energy-loss balance,staggered_levels:9:0.380:2,S9-p2,27,-1.981780958087683,-0.5296007214523998,-4.451036785328369,12.924041458110185,-0.15334065311621714,-6.53480719299378,2.9340660338798323,0.7037037037037037,19,27,0.026119492948055267,0.05281306803226471,1.0,directional practical reduction,"[-6.53, +2.93]"
joint direct promotion,proxy-selected,joint_g02_0303,$J_{gain}$,joint energy-gated receiver candidate,staggered_levels:9:0.380:3,S9-p3,27,2.5756712548593956,0.3528886056290903,1.8838588380763164,11.147472235269865,0.23105428751014442,-1.538178112893447,6.670243411995713,0.48148148148148145,13,27,0.6494459807872772,0.9072627872228622,1.0,not supported or adverse,"[-1.54, +6.67]"
joint direct promotion,proxy-selected,joint_g04_0478,$J_{flux}$,joint receiver-risk boundary,staggered_levels:9:0.380:5,S9-p5,27,-4.063301372127869,-7.621988709547595,-4.642922389443054,8.259187950838902,-0.4919734720064279,-6.98557560332893,-0.9184374482534206,0.7407407407407407,20,27,0.0095786452293396,0.005600057542324066,1.0,CI-supported reduction,"[-6.99, -0.92]"
V12 240k reduced direct,best-direct,deform_0276,$L_{opt}$,TS-FPDA optical-upper,staggered_levels:9:0.380:2,S9-p2,27,-0.38565858533212577,-0.4549293036329013,-0.44054226218437387,9.1981263538403,-0.04192795037775382,-3.6997027030811522,3.1330400534839344,0.7037037037037037,19,27,0.026119492948055267,0.09684008359909058,1.0,engineering-indistinguishable/uncertain,"[-3.70, +3.13]"
V12 240k reduced direct,best-direct,deform_0893,$L_{nom}$,TS-FPDA nominal-proxy,staggered_levels:9:0.380:1,S9-p1,27,-3.408117440665546,-5.480695263955429,-2.7741311098735006,8.120237335563962,-0.41970662923103436,-6.4767523858950815,-0.3535696152804059,0.5555555555555556,15,27,0.3505540192127228,0.08876001089811325,1.0,CI-supported reduction,"[-6.48, -0.35]"
V12 240k reduced direct,best-direct,deform_1387,$L_{rob}$,TS-FPDA receiver-risk,staggered_levels:9:0.380:1,S9-p1,27,-0.036868834991059495,-0.2512460900066997,-0.19998088217985494,8.35322115770207,-0.004413726668431934,-2.9647288273411494,3.2700958972225402,0.6296296296296297,17,27,0.12389428168535233,0.28096625953912735,1.0,engineering-indistinguishable/uncertain,"[-2.96, +3.27]"
V12 240k reduced direct,best-direct,deform_1822,$L_{ctrl}$,TS-FPDA default-flux-control,staggered_levels:9:0.380:1,S9-p1,27,-2.131880169367911,-4.856078610875636,-2.9779738316327036,9.395649344546158,-0.22690078047723142,-5.458657566714184,1.4603455134309784,0.7407407407407407,20,27,0.0095786452293396,0.05281306803226471,1.0,directional practical reduction,"[-5.46, +1.46]"
V12 240k reduced direct,proxy-selected,deform_1822,$L_{ctrl}$,TS-FPDA default-flux-control,staggered_levels:9:0.380:1,S9-p1,27,-2.131880169367911,-4.856078610875636,-2.9779738316327036,9.395649344546158,-0.22690078047723142,-5.496822577099645,1.412161492516772,0.7407407407407407,20,27,0.0095786452293396,0.05281306803226471,1.0,directional practical reduction,"[-5.50, +1.41]"
V12 240k reduced direct,proxy-selected,deform_0893,$L_{nom}$,TS-FPDA nominal-proxy,staggered_levels:9:0.380:2,S9-p2,27,-0.5553301388175311,0.3461293851021987,0.07787632050826708,8.019988532696953,-0.06924325846021943,-3.4641514472556714,2.395046074168783,0.4444444444444444,12,27,0.7789658308029175,0.5329570323228836,1.0,engineering-indistinguishable/uncertain,"[-3.46, +2.40]"
V12 240k reduced direct,proxy-selected,deform_1387,$L_{rob}$,TS-FPDA receiver-risk,staggered_levels:9:0.380:1,S9-p1,27,-0.036868834991059495,-0.2512460900066997,-0.19998088217985494,8.35322115770207,-0.004413726668431934,-2.9677718979824133,3.201710197008042,0.6296296296296297,17,27,0.12389428168535233,0.28096625953912735,1.0,engineering-indistinguishable/uncertain,"[-2.97, +3.20]"
V12 240k reduced direct,proxy-selected,deform_0276,$L_{opt}$,TS-FPDA optical-upper,staggered_levels:9:0.380:0,S9-p0,27,3.403970917155184,5.358386775526442,2.8141551951109767,8.510981543941812,0.3999504521988018,0.22375877034196223,6.566089755505127,0.4074074074074074,11,27,0.8761057183146477,0.9471869319677353,1.0,not supported or adverse,"[+0.22, +6.57]"
