count,mean_radius_m,median_radius_m,p05_radius_m,p95_radius_m,min_radius_m,max_radius_m,x_span_m,y_span_m,axis_ratio_x_over_y,mean_z_m,z_range_m,sector_coverage_frac,min_sector_count,annular_coverage_frac,min_annular_count,replicate
11895.0,1020.2895442236357,1012.3916005701549,296.9354007649273,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.261404929287677,35.19410000000016,1.0,242.0,1.0,352.0,88.0
11895.0,1020.2916774357966,1012.3915820773107,296.93540888417465,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2590558178316673,35.19410000000016,1.0,242.0,1.0,350.0,89.0
11895.0,1020.9032087957614,1012.3916187686463,296.9354111856651,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.25273060521486,35.19410000000016,1.0,242.0,1.0,352.0,90.0
11895.0,1020.4775350116447,1012.3916005701549,296.9354007649273,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.259089119606815,35.19410000000016,1.0,241.0,1.0,352.0,91.0
11895.0,1020.4848802114371,1012.3916140753043,296.93540351403027,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.257178370099912,35.19410000000016,1.0,242.0,1.0,351.0,92.0
11895.0,1020.5104193698089,1012.3916005701549,296.9354007649273,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.257627590328191,35.19410000000016,1.0,242.0,1.0,352.0,93.0
11895.0,1020.4417357110151,1012.3916005701549,296.93540888417465,1785.918487087022,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2536879059423796,35.19410000000016,1.0,240.0,1.0,351.0,94.0
11895.0,1020.310818110102,1012.3916001310955,296.9354007649273,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2559754955889666,35.19410000000016,1.0,241.0,1.0,352.0,95.0
11895.0,1020.5921777019595,1012.3916140753043,296.9354007649273,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.258689299643676,35.19410000000016,1.0,240.0,1.0,352.0,96.0
11895.0,1020.586801096724,1012.3916005701549,296.93540351403027,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.264128964402625,35.19410000000016,1.0,242.0,1.0,352.0,97.0
11895.0,1020.5165873458884,1012.3916140753043,296.9354007649273,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.258634271318911,35.19410000000016,1.0,242.0,1.0,352.0,98.0
11895.0,1020.3677814393155,1012.3916001310955,296.93540351403027,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2603668939140547,35.19410000000016,1.0,242.0,1.0,352.0,99.0
11895.0,1020.4874501565874,1012.3916140753043,296.9354007649273,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2582598920063366,35.19410000000016,1.0,242.0,1.0,351.0,100.0
11895.0,1020.5548515085567,1012.3916140753043,296.9354007649273,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.256052986389885,35.19410000000016,1.0,242.0,1.0,352.0,101.0
11895.0,1020.6012558087618,1012.3916140753043,296.9354007649273,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2569117093504047,35.19410000000016,1.0,242.0,1.0,351.0,102.0
