candidate_id,strategy,aiming_objective,intercept_fraction_proxy,spillage_proxy,peak_flux_proxy,mean_active_flux_proxy,peak_to_mean_proxy,cv_active_proxy
joint_g00_0002,staggered_levels:9:0.420:5,1.8435727554170631,0.9802536391381093,0.019746360861890744,9.682152727177588,6.21238527443881,1.558524189897771,0.19576538598140916
joint_g00_0002,staggered_levels:9:0.420:7,1.8487129016350896,0.9803317875119153,0.019668212488084702,9.670852212226102,6.198486486028181,1.5601957403674065,0.20111956513478688
joint_g00_0002,staggered_levels:9:0.340:2,1.8975024173342319,0.9989925774199592,0.0010074225800408287,11.712778569140424,6.912442951352555,1.6944484969454379,0.26133594977134406
joint_g00_0002,staggered_levels:9:0.340:6,1.9021991780412546,0.9989653231098886,0.0010346768901113856,11.695564030125869,6.887943499142451,1.697976185719579,0.262640338787861
joint_g00_0002,staggered_levels:9:0.340:4,1.9120373354049516,0.9989692170018154,0.0010307829981845984,11.723767222638447,6.8806921750930305,1.7038645130902017,0.2679431217699437
joint_g00_0002,five_point,2.478796235823209,0.9906235013967088,0.00937649860329115,12.64516529766373,5.7895727200325275,2.184127552955702,0.30537759019262567
joint_g00_0002,balanced:0.400:0.030,3.118796975529751,0.9919879779264711,0.008012022073528913,21.66774724894141,8.027753637583325,2.6991046595525905,0.4848108819499437
joint_g00_0002,balanced:0.240:0.000,3.209177209361704,0.9999976658447723,2.3341552276567867e-06,23.01181082242304,8.17863289942167,2.8136500446242376,0.5273477675344972
joint_g00_0002,balanced:0.320:0.015,3.2240016245550938,0.9997430360400051,0.0002569639599948603,23.053964590270127,8.111632448859519,2.8420869332549055,0.5068212581069654
joint_g00_0002,equator,5.686778038802069,0.9999999999999972,2.7755575615628914e-15,43.02863301256306,8.879531816917398,4.845822268532713,1.1212743603591149
joint_g00_0003,staggered_levels:9:0.380:5,1.7466636373070359,0.9946243737809551,0.00537562621904486,10.028022000657069,6.53627580699517,1.5342103510878484,0.2330985369144977
joint_g00_0003,staggered_levels:9:0.380:4,1.7523102557650596,0.9945864094026797,0.0054135905973202725,10.02813190749079,6.520450516623389,1.5379507722548982,0.23528579910522598
joint_g00_0003,staggered_levels:9:0.420:5,1.7600121696913384,0.9801851163548454,0.019814883645154602,9.137808911698215,6.210634944736439,1.4713163779562632,0.19998880829199073
joint_g00_0003,staggered_levels:9:0.380:3,1.7658726144519146,0.9947102186925086,0.005289781307491359,10.195159175365099,6.544464633065902,1.5578293637426146,0.22801970874248073
joint_g00_0003,staggered_levels:9:0.380:2,1.7689277552659843,0.9948191333247551,0.005180866675244866,10.231890140374603,6.55680996753976,1.5604981982135748,0.2295513204342605
joint_g00_0003,staggered_levels:9:0.380:6,1.7696457339626108,0.9946727546607592,0.005327245339240783,10.172899675233467,6.532270510519258,1.557329822586421,0.2333669253353391
joint_g00_0003,staggered_levels:9:0.380:8,1.7700428635779066,0.9947576450007517,0.0052423549992483,10.231465671681882,6.547664509373633,1.5626129984263122,0.2276445068758087
joint_g00_0003,staggered_levels:9:0.380:0,1.7700433922299896,0.9948819137724599,0.005118086227540064,10.231648564953673,6.547049452653871,1.562787731931097,0.2285720756081497
joint_g00_0003,staggered_levels:9:0.380:1,1.7747651554742172,0.9949131702025853,0.005086829797414705,10.231825935141483,6.540294648667367,1.5644288957572106,0.23297126818013825
joint_g00_0003,staggered_levels:9:0.420:1,1.7785103396194364,0.9812474684685276,0.018752531531472383,9.290205000452454,6.2088868166681035,1.49627546366482,0.2012895403124132
joint_g00_0003,staggered_levels:9:0.420:3,1.7793416919587388,0.980501132625766,0.019498867374234008,9.282785168742148,6.209519584262448,1.4949280766049367,0.19722872497888538
joint_g00_0003,staggered_levels:9:0.380:7,1.780345886508194,0.9946972590332652,0.005302740966734776,10.230633925993411,6.527176588147879,1.5673904004022676,0.23444839911837737
joint_g00_0003,staggered_levels:9:0.420:7,1.7895927470130013,0.9804542107208272,0.01954578927917283,9.293312314437486,6.195391861534421,1.5000362401831673,0.2036479758341656
joint_g00_0003,staggered_levels:9:0.340:4,1.822960133675429,0.9989532144350862,0.001046785564913777,11.076377506365423,6.870909008105349,1.6120687223916141,0.271418549772558
joint_g00_0003,staggered_levels:9:0.340:6,1.8459728585696928,0.9989699814652494,0.0010300185347505986,11.271300773732406,6.884927251536685,1.6370980203482473,0.2688862779709216
joint_g00_0003,staggered_levels:9:0.340:2,1.8518790587319534,0.9989982796094843,0.0010017203905157146,11.375634269057073,6.912366861020737,1.6456930741342704,0.2655652558187641
