candidate_id,heliostat_count,annual_energy_proxy_gwh,energy_ratio_vs_baseline,capex_proxy_musd,lcoe_proxy_cent_kwh,flux_risk_index,min_neighbor_m,terrain_elevation_range_m,terrain_slope_p95_pct,terrain_slope_mean_pct,layout_quality_score,sector_coverage_ratio,annular_coverage_ratio,ellipse_axis_ratio,extent_x_ratio,extent_y_ratio,is_publishable_geometry,x_scale,y_scale,radial_scale,radial_wave,twist,az_wave,petal_amp,petal_order,petal_phase,petal_twist,north_bias,generation,best_strategy,best_aiming_objective,best_intercept_fraction_proxy,best_spillage_proxy,best_peak_to_mean_proxy,best_cv_active_proxy,searched_strategy_count,group_count,joint_loss,delta_energy_pct,delta_peak_to_mean_pct_vs_baseline_best,delta_spillage_pctpt_vs_baseline_best,is_joint_pareto
joint_g04_0478,11915,447.32745628083126,0.9980473125104178,843.640973807182,15.270168432224693,0.9723898460807618,16.841469515598686,35.48514517954891,1.2654998954989083,1.0091370304675409,0.9914373094682862,1.0,1.0,1.032038494986687,1.0,0.9914373094682862,1,1.0245715386868754,0.9674914552166821,0.014945169225249733,0.015869403482880188,0.03277349330948143,0.015362452897121327,0.0,0.0,0.0,0.0,-0.0019014352357344722,4,staggered_levels:9:0.380:5,1.644771462861816,0.994595528963618,0.005404471036381975,1.441274627383948,0.22088738429759194,23,350,-7.1028078252294975,-0.19526874895822166,-7.222243156252162,0.002006253182607054,1
joint_g03_0355,11915,447.29164902525207,0.9979674217398036,843.6451426838623,15.27146632646024,0.9753864801521668,16.879981830091797,35.58936709655677,1.2651260356166176,1.0090238058231498,0.9950411046675377,1.0,1.0,1.0279432272122073,1.0,0.9950411046675377,1,1.0239931289854014,0.9689209955498527,0.01647224263584692,0.017692880565539006,0.03252396797142865,0.017574094023835574,0.0,0.0,0.0,0.0,-0.004042651612334098,3,staggered_levels:9:0.380:5,1.655398919767035,0.9946128562155988,0.005387143784401194,1.4518345070157401,0.22113920834731515,23,350,-6.429049417998954,-0.2032578260196427,-6.5424823902169305,0.000273527984528954,1
joint_g04_0444,11915,446.8720844127962,0.9970313170406474,843.6785962430974,15.286410720630458,0.9741459465508254,17.12997501067428,36.42570607743596,1.2657913788775546,1.0088921751535176,1.0,1.0,1.0,1.034365623653364,1.0,1.0,1,1.035,0.9782513726406672,0.021860816436165244,0.014304532937904034,0.035,0.02,0.0,0.0,0.0,0.0,0.0009926128709320207,4,staggered_levels:9:0.380:5,1.6583683751510274,0.9946078142415838,0.005392185758416157,1.4552317962878158,0.22052170473906443,23,350,-6.155848107579845,-0.29686829593525976,-6.32379202266039,0.0007777253860252742,1
joint_g03_0408,11915,447.00508912032893,0.9973280683109761,843.6677841894439,15.281666463051724,0.973955941802961,17.04887096449672,36.15540473609667,1.2658615061842409,1.0089576382117669,1.0,1.0,1.0,1.0339040797976002,1.0,1.0,1,1.035,0.9775917854833251,0.017284573186728283,0.014564096012515246,0.035,0.01799831447595151,0.0,0.0,0.0,0.0,-7.194270135797709e-05,3,staggered_levels:9:0.380:5,1.6593032629663773,0.9946077842865544,0.005392215713445614,1.45583256267467,0.2209669203967842,23,350,-6.133478909517262,-0.267193168902391,-6.285119477747402,0.0007807208889709649,1
joint_g04_0475,11915,447.098244058182,0.9975359094217014,843.6587462539289,15.278318785487597,0.9781148769357934,16.99989429484391,35.92945634822195,1.2653684090766846,1.0089519293908158,0.9995367569027694,1.0,1.0,1.0340275984734544,1.0,0.9995367569027694,1,1.032391441283708,0.9770082398835825,0.01534898153152495,0.013874690475070693,0.035,0.02,0.0,0.0,0.0,0.0,-0.0035294443776748906,4,staggered_levels:9:0.380:5,1.6598682200684374,0.9945877657266609,0.005412234273339145,1.4566971832684072,0.22038052918220816,23,350,-6.077241661895763,-0.246409057829855,-6.229462104972128,0.002782576878324061,1
joint_g01_0203,11915,446.9357503723244,0.9971733643013583,843.6724927431956,15.284122600625006,0.9772638653715224,17.10736657885414,36.27311857988752,1.265444801072039,1.0087849537850389,1.0,1.0,1.0,1.032410221825694,1.0,1.0,1,1.0306851099967878,0.9749014308332875,0.024064652478185494,0.01538221868124288,0.035,0.019710255996281505,0.0,0.0,0.0,0.0,-0.003959354448424942,1,staggered_levels:9:0.380:5,1.660343421529238,0.994592069414798,0.005407930585201948,1.4569650593205858,0.22069713081631798,23,350,-6.042640170997532,-0.2826635698641722,-6.212218382810453,0.002352208064604344,0
joint_g04_0465,11915,447.06298963582407,0.9974572520958557,843.6642808049089,15.279623837112423,0.9754824119759473,17.06544160317875,36.06782012272129,1.2658289242825322,1.0087300367849181,1.0,1.0,1.0,1.0266212219496336,1.0,1.0,1,1.0255886819980322,0.9713801584864257,0.025,0.018,0.031423988353417205,0.01733930665743828,0.0,0.0,0.0,0.0,-0.0061413346932828565,4,staggered_levels:9:0.380:5,1.6618780441424186,0.9945956381200352,0.005404361879964847,1.4581772016790358,0.22116041240483866,23,350,-5.982367172626894,-0.2542747904144327,-6.134190332600198,0.0019953375408943153,1
joint_g04_0445,11915,447.0461283298304,0.997419632269717,843.66172406408,15.280153834040137,0.9748302974951033,17.000123438003005,36.003901601999814,1.265317051714099,1.0089814176580842,1.0,1.0,1.0,1.0348543470570712,1.0,1.0,1,1.0344077219981382,0.9768534456088682,0.015628945452954353,0.014903607990157884,0.03295547491446303,0.01995318926209596,0.0,0.0,0.0,0.0,-0.0023856454781783754,4,staggered_levels:9:0.380:5,1.6637766367019031,0.9945801006380361,0.005419899361963854,1.4608499325167437,0.2199832115352167,23,350,-5.7989265143075155,-0.25803677302830286,-5.962141253917852,0.0035490857407949328,0
joint_g04_0419,11915,447.78209453609765,0.9990616711920994,843.621568,15.254313561859842,0.9732621651709108,16.62507573807117,34.71125122643298,1.2658963295805308,1.0094050815315183,0.9768942852487662,1.0,1.0,1.027292376495516,1.0,0.9768942852487662,1,1.0214603266824742,0.9723774281727352,-0.0033445310575807422,0.013261104811646664,0.035,0.015568252273816223,0.0,0.0,0.0,0.0,-0.0021233244736890092,4,staggered_levels:9:0.380:5,1.6677414628675917,0.9946329514081608,0.00536704859183923,1.4635175106744875,0.2222061494003058,23,350,-5.720181490703066,-0.0938328807900568,-5.790423863645,-0.0017359912716674586,1
joint_g04_0433,11915,446.80599632937555,0.9968838656979658,843.6796031838268,15.288690015360569,0.9768515090091882,17.163775896886026,36.450879595669676,1.2656212942473641,1.0088166817024162,1.0,1.0,1.0,1.0382244219176813,1.0,1.0,1,1.035,0.9769474055536677,0.025,0.013039904693818521,0.03256139515629244,0.019596152645517517,0.0,0.0,0.0,0.0,-0.0021741258370474243,4,staggered_levels:9:0.380:5,1.664736734799721,0.9945745600758781,0.005425439924121922,1.4619926241015029,0.21968804163915293,23,350,-5.692577651838523,-0.3116134302034168,-5.888583890190013,0.004103141956601775,0
joint_g03_0345,11915,447.75729244392267,0.999006334411197,843.621568,15.2551585260791,0.9730147303212717,16.669006240988153,34.789986670253256,1.2657502847766904,1.0092674379116673,0.9800434036592781,1.0,1.0,1.0226512849307208,1.0,0.9800434036592781,1,1.017815174781013,0.9717647721838493,0.0007846234794369584,0.015125672421864463,0.0346416163780372,0.018529407842065443,0.0,0.0,0.0,0.0,-0.007876025444976207,3,staggered_levels:9:0.380:5,1.6697862989307497,0.9946086631883078,0.005391336811692238,1.4646614628063468,0.2231806379234096,23,352,-5.657976764290069,-0.09936655888029833,-5.716785355956033,0.0006928307136333522,1
joint_g04_0441,11915,448.1386546079646,0.9998572043445557,843.621568,15.242176516586083,0.9866515845552952,16.761671395869058,34.58055148413541,1.2670030578218678,1.0094242845269865,0.9844707450238698,1.0,1.0,1.0062838343737348,0.9968593329894049,0.9844707450238698,1,1.0135307550109178,0.9892621694157797,-0.015229339220762021,0.010085623493034093,-0.029196754729427617,0.015510925483080158,-0.006015110733634975,4.0,-0.8393610829250686,-0.008427659116347434,0.007168570742959205,4,staggered_levels:9:0.380:5,1.6728020755691393,0.9946087837189767,0.005391216281023348,1.465651314366099,0.22588299631450265,23,347,-5.641128186201395,-0.01427956554442833,-5.653066613131297,0.000680777646744346,1
