layout_id,condition_count,improved_peak_to_mean_fraction,median_delta_peak_to_mean_pct,p10_delta_peak_to_mean_pct,p90_delta_peak_to_mean_pct,median_delta_cv_pct,median_delta_intercept_pctpt,most_common_strategy
deform_1387,81,0.7160493827160493,-1.94365201304586,-5.315294703645767,1.9488562099276852,-3.3055797011590005,0.0002701841809948,staggered_levels:7:0.340:6
deform_0893,81,0.6419753086419753,-0.3187027858724156,-4.4232591649553505,1.3064721499617349,3.353344273800607,-0.0075479423207625,staggered_levels:11:0.420:2
deform_1822,81,0.6296296296296297,-0.2126176263326784,-1.063533558568952,1.2445659603688377,-0.3778660643332987,-0.0001910973352226,staggered_levels:7:0.380:2
deform_0276,81,0.32098765432098764,0.6141250818627597,-0.8670095492903873,2.859989137347174,2.151158295499922,-0.0005357405984951,staggered_levels:9:0.380:0
