sectors,annuli,sigma_theta,sigma_z_fraction,strategy,group_count,objective,intercept_fraction_proxy,spillage_proxy,peak_flux_proxy,mean_active_flux_proxy,peak_to_mean_proxy,cv_active_proxy,layout_id,peak_to_mean_proxy_baseline,cv_active_proxy_baseline,intercept_fraction_proxy_baseline,delta_peak_to_mean_pct,delta_cv_pct,delta_intercept_pctpt
48,6,0.035,0.065,staggered_levels:7:0.380:0,268,1.7522031167328718,0.9885340139104353,0.011465986089564728,8.021162805998705,5.51974616975388,1.4531760264541949,0.24388141360254015,baseline_full,1.4531760264541949,0.24388141360254015,0.9885340139104353,0.0,0.0,0.0
48,6,0.035,0.08,staggered_levels:7:0.380:0,268,1.874752368513875,0.9773344647504505,0.022665535249549507,7.910715505218898,5.349276686194496,1.478838349423018,0.2524585142287775,baseline_full,1.478838349423018,0.2524585142287775,0.9773344647504505,0.0,0.0,0.0
48,6,0.042,0.055,staggered_levels:7:0.380:0,268,1.6252932156477715,0.9945734642382469,0.005426535761753115,7.531862802929721,5.30464889223491,1.4198607591079342,0.19061196523036752,baseline_full,1.4198607591079342,0.19061196523036752,0.9945734642382469,0.0,0.0,0.0
48,6,0.042,0.065,staggered_levels:7:0.380:0,268,1.659631473420625,0.9885340139104353,0.011465986089564728,7.2777802074955975,5.189584882128507,1.4023819578629992,0.19473132569542112,baseline_full,1.4023819578629992,0.19473132569542112,0.9885340139104353,0.0,0.0,0.0
48,6,0.042,0.08,staggered_levels:7:0.340:0,268,1.7472629832988151,0.9920634403488884,0.007936559651111619,7.930631511885112,5.332366242028629,1.4872630933294648,0.2311851914828911,baseline_full,1.4872630933294648,0.2311851914828911,0.9920634403488884,0.0,0.0,0.0
48,8,0.03,0.055,staggered_levels:9:0.380:0,349,1.7256860608853353,0.995917323558511,0.004082676441488964,8.955196039601576,6.044477873007595,1.4815499746623564,0.2487937349306672,baseline_full,1.4815499746623564,0.2487937349306672,0.995917323558511,0.0,0.0,0.0
48,8,0.03,0.065,staggered_levels:9:0.380:0,349,1.7852340327972207,0.9912829564437396,0.008717043556260351,8.884992198336251,5.927553914139125,1.4989306427298255,0.25478475484389707,baseline_full,1.4989306427298255,0.25478475484389707,0.9912829564437396,0.0,0.0,0.0
48,8,0.03,0.08,staggered_levels:9:0.380:0,349,1.8659612063013127,0.9822676631326669,0.01773233686733311,8.693637661704742,5.775732785854438,1.5052008089772873,0.2575314145710125,baseline_full,1.5052008089772873,0.2575314145710125,0.9822676631326669,0.0,0.0,0.0
48,8,0.035,0.055,staggered_levels:9:0.380:8,349,1.7207886494335025,0.9957910251871985,0.004208974812801469,8.34181935642248,5.626260426216064,1.4826578800997243,0.2405399656839605,baseline_full,1.4826578800997243,0.2405399656839605,0.9957910251871985,0.0,0.0,0.0
48,8,0.035,0.065,staggered_levels:9:0.380:0,349,1.7788833291086308,0.9912829564437399,0.008717043556260129,8.272979742345427,5.519053034651401,1.498985367671498,0.247248956455355,baseline_full,1.498985367671498,0.247248956455355,0.9912829564437399,0.0,0.0,0.0
