layout_id,label,delta_opteff_mean_pct_baseline,delta_opteff_mean_pct_highres,delta_p99_to_active_mean_pct_baseline,delta_p99_to_active_mean_pct_highres,delta_peak_to_active_mean_pct_baseline,delta_peak_to_active_mean_pct_highres,delta_peak_to_active_mean_pct_shift_highres_minus_baseline,delta_p99_to_active_mean_pct_shift_highres_minus_baseline,delta_opteff_mean_pct_shift_highres_minus_baseline
baseline_full,L0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deform_0276,L_opt,3.1475413932443574,3.152774079685927,0.33344305500933036,0.36475625859195837,4.678843500684771,4.996936295069521,0.31809279438475,0.03131320358262801,0.005232686441569712
deform_0893,L_nom,0.24215192821928078,0.24253628516854864,-0.04268945330916374,-0.06764148927853597,1.3990295508835127,1.6047828419779142,0.20575329109440155,-0.024952035969372233,0.0003843569492678611
deform_1387,L_rob,0.7061177813971087,0.7074670755967238,-0.6581579356140566,-0.6404626635495569,2.3771171626308263,2.2294792585042966,-0.14763790412652966,0.017695272064499612,0.0013492941996151586
joint_g02_0333,J_bal,0.9150446237160548,0.9170566548968084,-0.4266920042364286,-0.5349161884350195,1.7801231846691579,1.8260432918202563,0.0459201071510984,-0.10822418419859092,0.0020120311807536595
joint_g04_0478,J_flux,-0.6918775445482028,-0.6925143078025386,-0.40722601404848957,-0.3936190335424583,1.0067566335203226,0.8659591963423585,-0.1407974371779641,0.013606980506031263,-0.0006367632543358148
sb_hs_flux,"B_hs,R",-0.7989434416625585,-0.7996684720569691,0.051241879120333955,-0.04852715715242262,-0.17525887300398058,-0.18960134743787327,-0.014342474433892693,-0.09976903627275657,-0.0007250303944106307
sb_hy_energy,"B_hy,E",1.7401863185828592,1.7431956716247976,0.6429702006252036,0.467165222852195,1.646981418204052,2.073834992582757,0.42685357437870497,-0.17580497777300863,0.0030093530419383896
sb_pf_flux,"B_pf,R",-0.8210331187412434,-0.8222670148369526,0.20456225900908898,0.08017111929017329,-0.5393541753413444,-0.45268186000251287,0.08667231533883157,-0.12439113971891569,-0.0012338960957092304
