layout_id,strategy,cases,median_delta_peak_pct,mean_delta_peak_pct,p10_delta_peak_pct,p90_delta_peak_pct,share_lower_peak,median_delta_cv_pct,median_delta_intercept_pctpt
deform_1822,visible_equator,9,-7.240698940911959,-6.181902342955836,-14.067671245731344,-0.4010182898823353,0.8888888888888888,0.7691884294200172,0.2549999999999941
deform_1387,staggered_levels:9:0.380:0,9,-7.575683988977701,-5.601015919429207,-16.292787043749914,2.164218529227994,0.8888888888888888,1.6897674223084918,-0.056666666666660426
deform_0893,visible_equator,9,-0.5800173120727582,-4.900778588719559,-15.857060446281466,1.8157287673832918,0.7777777777777778,0.3661807592642227,-0.011666666666676484
deform_0276,staggered_levels:9:0.380:1,9,-0.7691341715293145,-4.052364986703831,-19.044350971438693,8.97178785134072,0.7777777777777778,1.6299955661189969,1.526666666666665
deform_0276,staggered_levels:9:0.380:2,9,-0.5227812970436458,-3.982990845627832,-19.881863673574298,9.312385078997927,0.7777777777777778,0.3399991837951813,1.3050000000000006
deform_1387,visible_equator,9,-7.797821423153827,-3.9378733030784727,-16.12408302824337,10.038665094013961,0.6666666666666666,0.3521710213347808,-0.1083333333333325
deform_1822,staggered_levels:9:0.380:1,9,-0.31697501438832354,-3.3781095155392475,-19.310145623171778,9.776645936055607,0.5555555555555556,0.352502899313875,0.2483333333333393
deform_0276,staggered_levels:9:0.380:0,9,-9.192960945548306,-3.1799755386161053,-18.010709232991804,12.701170633611651,0.6666666666666666,1.3873601362845591,1.38166666666667
deform_1387,staggered_levels:9:0.380:1,9,-0.9357663220169853,-3.0563802341048616,-11.568118143733965,9.50168569398784,0.7777777777777778,0.8325954137540152,-0.14666666666667272
deform_1387,staggered_levels:9:0.380:8,9,-8.57284917760783,-2.9151257310363636,-12.217835966143666,10.110951807229407,0.5555555555555556,-0.5839326367162011,-0.26000000000000467
deform_1822,staggered_levels:9:0.380:0,9,9.107295871498424,-2.6377904665992173,-19.216380029684764,10.742088788627877,0.4444444444444444,0.0808197601493875,0.42833333333333057
deform_1822,staggered_levels:9:0.380:8,9,0.2128649833645811,-1.71340698664219,-10.546247149323431,2.39065988375202,0.4444444444444444,-1.0102897711539305,0.14666666666666162
deform_1822,staggered_levels:9:0.380:2,9,-0.27363869591918394,-1.673073600597003,-11.539994624701697,10.561288679633243,0.6666666666666666,-0.5065666993733035,0.05999999999999339
deform_0276,visible_equator,9,-0.855062043383995,-1.0868544943123513,-10.017263634073979,9.614388963976305,0.6666666666666666,1.5080909644708187,1.3583333333333392
deform_0276,staggered_levels:9:0.380:8,9,-0.4448189704326923,-0.553773308017187,-3.2432645195798955,1.8390414207409878,0.5555555555555556,1.507145012182073,1.358333333333328
deform_0893,staggered_levels:9:0.380:0,9,0.15214767165393345,-0.5054654680959079,-16.058337310498963,15.543979654452809,0.4444444444444444,0.9489100192172887,-0.15166666666666107
deform_0893,staggered_levels:9:0.380:1,9,9.113797459190629,0.1380877712055945,-23.254440333024586,19.47852123061117,0.4444444444444444,-0.0997127093809887,0.011666666666665382
deform_1387,staggered_levels:9:0.380:2,9,0.8185223405155283,1.543444912711906,-18.863356545655094,22.102370931136047,0.3333333333333333,-0.7739347093242296,-0.09666666666666712
deform_1387,five_point,9,0.7819752908719946,2.4997593833728877,-3.9356565452804384,10.584414875501551,0.3333333333333333,0.8110753395994994,-0.03666666666666263
deform_0893,staggered_levels:9:0.380:8,9,0.2958885538895243,3.4721721414146445,-9.154271325502766,20.353569419018992,0.4444444444444444,-0.04300533874470498,-0.30333333333333323
deform_0893,five_point,9,0.16651862898868205,4.132797386173611,-3.829385687017855,22.53225835096393,0.3333333333333333,-1.0314210105158412,-0.2283333333333415
deform_0893,staggered_levels:9:0.380:2,9,-0.4807835865600063,4.59528144186304,-8.57105479412712,30.808411712789503,0.5555555555555556,-1.4296224765084689,-0.30333333333333323
deform_1822,five_point,9,9.90423867065498,5.548336830877752,-11.371313122826404,22.63387192477482,0.3333333333333333,-0.3880201504730415,0.3349999999999964
deform_0276,five_point,9,9.781948938752363,6.76127535871523,-9.347989423810175,15.034373733445463,0.3333333333333333,1.5316154118292613,1.3983333333333348
