layout_id,strategy,heliostat_count,group_count,intercept_fraction_proxy,spillage_proxy,peak_flux_proxy,mean_active_flux_proxy,peak_to_mean_proxy,cv_active_proxy
baseline_full,equator,11915,349,0.9999999999999916,8.43769498715119e-15,9.557531801424943,1.8051986344232072,5.294448831930755,1.154130931223878
baseline_full,five_point,11915,349,0.9886959980382503,0.011304001961749743,2.61954177514856,1.2044777145782515,2.174836232703395,0.30801328082560897
baseline_full,staggered_levels:9:0.380:0,11915,349,0.9938542273100508,0.006145772689949203,2.2135063719525467,1.3573053540011757,1.630809430926793,0.25920363124567036
ctrl_radial_compact_015,equator,11915,349,0.9999999999999913,8.659739592076221e-15,9.56026003458427,1.8064659238357836,5.292244879042259,1.1539738309497067
ctrl_radial_compact_015,five_point,11915,349,0.9886958687751171,0.01130413122488294,2.6213034985495596,1.2051616053285181,2.175063897621441,0.3077726496458213
ctrl_radial_compact_015,staggered_levels:9:0.380:0,11915,349,0.9938543438009521,0.006145656199047944,2.212735247868969,1.3582763522914605,1.6290758829276575,0.25916484296178205
ctrl_radial_expand_015,equator,11915,349,0.9999999999999919,8.104628079763643e-15,9.55407128540861,1.803817781598646,5.296583381577072,1.154282868742011
ctrl_radial_expand_015,five_point,11915,349,0.988696127180254,0.011303872819745986,2.6175519589819407,1.2037146434780295,2.1745618641132007,0.30824849893057593
ctrl_radial_expand_015,staggered_levels:9:0.380:0,11915,349,0.9938541124986054,0.0061458875013945535,2.2140741513714772,1.356246503600012,1.6325012787088875,0.2592396383670004
ctrl_ellipse_xwide_015,equator,11915,351,0.9999999999999907,9.325873406851315e-15,9.35582720691666,1.8041049073712894,5.185855417104747,1.1528991074899322
ctrl_ellipse_xwide_015,five_point,11915,351,0.9886609058885137,0.011339094111486259,2.6686482772261217,1.2088121290595804,2.2076617309442867,0.30920140663264106
ctrl_ellipse_xwide_015,staggered_levels:9:0.380:8,11915,351,0.9937035294087426,0.006296470591257375,2.2472474848245336,1.3468522855537504,1.668518150749242,0.25555741518431224
ctrl_north_bias_012,equator,11915,346,0.999999999999991,8.992806499463768e-15,9.554675402730854,1.80504838808711,5.293307074641012,1.153984160924789
ctrl_north_bias_012,five_point,11915,346,0.9886830038310178,0.011316996168982185,2.6183847367171325,1.2027272403184288,2.177039522297591,0.3107889057646392
ctrl_north_bias_012,staggered_levels:9:0.380:0,11915,346,0.9938442169799534,0.006155783020046601,2.2141726857484287,1.360774620161782,1.627141374436559,0.25784373408001127
ctrl_ring_wave_012,equator,11915,346,0.9999999999999916,8.43769498715119e-15,9.554626443770632,1.805005250617092,5.293406454360237,1.1539778695517844
ctrl_ring_wave_012,five_point,11915,346,0.988720817367357,0.011279182632643048,2.6183661597745376,1.2055624624016088,2.171904186995399,0.3165134156305422
ctrl_ring_wave_012,staggered_levels:9:0.380:1,11915,346,0.9938464721687408,0.00615352783125922,2.1721920710789275,1.3644679719681407,1.5919699954156539,0.2631083875269819
ctrl_azimuth_stagger_018,equator,11915,350,0.999999999999992,7.993605777301127e-15,9.135754726636241,1.8042976717751276,5.063330108744299,1.1562291935370776
ctrl_azimuth_stagger_018,five_point,11915,350,0.9886394462693614,0.0113605537306386,2.57826517660915,1.205484780401761,2.1387787042403574,0.3103641919528793
ctrl_azimuth_stagger_018,staggered_levels:9:0.380:5,11915,350,0.9934531172958724,0.006546882704127621,2.176282593675343,1.3531834759082764,1.608268673407049,0.2632182724171642
deform_0276,equator,11915,347,0.999999999999992,7.993605777301127e-15,8.816820998511044,1.808858526577459,4.874245757181105,1.1531147096387375
deform_0276,five_point,11915,347,0.9886720600562515,0.011327939943748477,2.4989471955075047,1.2088246566886958,2.067253659726639,0.3133539676876246
deform_0276,staggered_levels:9:0.380:0,11915,347,0.9938124483995937,0.006187551600406294,2.1035903489278867,1.3646241024392658,1.5415163378455052,0.2636582345653358
deform_0893,equator,11915,346,0.9999999999999918,8.215650382226158e-15,8.728185561084306,1.8046509696587052,4.836495093970983,1.1523825252334765
deform_0893,five_point,11915,346,0.9885837348921164,0.011416265107883627,2.521008399785222,1.2040240643311966,2.0938189480337135,0.3071368932416733
deform_0893,staggered_levels:9:0.380:2,11915,346,0.9936439187794133,0.006356081220586729,2.0890120971565556,1.3659773059568476,1.5293168400724142,0.2671717607162932
deform_1387,equator,11915,351,0.999999999999992,7.993605777301127e-15,8.341011871976654,1.803428585850187,4.625085760212937,1.1512973543548761
deform_1387,five_point,11915,351,0.9886858324931828,0.011314167506817241,2.4689324479303068,1.206527801225224,2.046312107705364,0.29733336527522713
deform_1387,staggered_levels:9:0.380:1,11915,351,0.9937683647046124,0.006231635295387616,2.0857814758342763,1.3511564096929172,1.5437009815231684,0.2526997041362772
deform_1822,equator,11915,349,0.9999999999999927,7.327471962526033e-15,8.965306476996835,1.8056537699696797,4.965130428713019,1.1527650991438771
deform_1822,five_point,11915,349,0.9886599745205578,0.01134002547944224,2.476243708607811,1.2070389755185464,2.0515026928140507,0.30510694081527834
deform_1822,staggered_levels:9:0.380:1,11915,349,0.9938214909443907,0.006178509055609349,2.1386321073217114,1.356542638441247,1.5765314312413612,0.2571125270474206
