layout_id,strategy,cases,median_delta_peak_pct,mean_delta_peak_pct,p10_delta_peak_pct,p90_delta_peak_pct,share_lower_peak,median_delta_cv_pct,median_delta_intercept_pctpt
joint_g04_0478,staggered_levels:9:0.380:5,27,-7.621988709547595,-4.063301372127869,-10.168175641848793,3.905401552503403,0.7407407407407407,0.1665506601927344,-0.6149999999999989
joint_g02_0303,staggered_levels:9:0.380:2,27,-0.7397335317136785,-2.494734805732181,-17.001414891402767,10.667001038300217,0.6296296296296297,0.08120797127387369,0.5283333333333418
joint_g02_0333,staggered_levels:9:0.380:2,27,-0.5296007214523998,-1.981780958087683,-13.269524863750615,19.835260933442967,0.7037037037037037,0.39684995396811007,0.2283333333333304
joint_g02_0333,staggered_levels:9:0.380:5,27,-0.3050945597288504,-0.27239068831759833,-12.653751721170497,19.69257831140321,0.6296296296296297,0.32943394684417454,0.09000000000000119
joint_g04_0478,staggered_levels:9:0.380:2,27,0.04774089048626218,0.445273765360067,-9.319788371034267,14.539211151064784,0.48148148148148145,-0.33805229446806384,-0.47999999999999154
joint_g04_0478,visible_equator,27,0.05305734444846741,0.80245770785217,-8.20148791527409,9.923448833658208,0.4444444444444444,0.029704991831618073,-0.6000000000000005
joint_g02_0333,visible_equator,27,-0.02863483427593045,1.102945585361576,-8.610343177471357,9.090846680629443,0.5185185185185185,0.04250587673068315,0.20333333333333314
joint_g02_0333,five_point,27,-0.4335810125773009,1.139942965029374,-10.136130786787335,14.821843948790429,0.5555555555555556,0.21311644808776958,0.04166666666666208
joint_g04_0478,five_point,27,0.24800103325672648,1.5497197415004904,-9.73943291945179,15.208567018377597,0.37037037037037035,0.10060727104682973,-0.5900000000000016
joint_g02_0303,five_point,27,-0.23069028744787637,2.128749438421248,-10.506656722972036,14.081406577769483,0.6296296296296297,0.2573324442285371,0.5166666666666764
joint_g04_0478,staggered_levels:9:0.380:3,27,0.3609832045029754,2.2390220165573473,-8.41617318791375,11.016413056052114,0.3333333333333333,0.5792893535604612,-0.5816666666666581
joint_g02_0303,staggered_levels:9:0.380:3,27,0.35288860562909036,2.5756712548593956,-11.699839867558454,14.442562891779714,0.48148148148148145,0.4756563145716333,0.6433333333333291
joint_g02_0333,staggered_levels:9:0.380:3,27,0.47454040505010564,3.647445259781049,-10.014324316250374,14.129065292853953,0.37037037037037035,0.2410187516021193,0.08333333333333526
joint_g02_0303,staggered_levels:9:0.380:5,27,0.4690878541422825,3.924835726988048,-9.513206598961583,13.976433455046797,0.48148148148148145,0.8621297195202432,0.43166666666666353
joint_g02_0303,visible_equator,27,7.4732817999837735,4.700226354734284,-8.341721740451979,16.772939131482108,0.37037037037037035,0.977227810166733,0.6433333333333402
