layout_id,proxy_best_strategy,cases,median_delta_peak_pct,mean_delta_peak_pct,p10_delta_peak_pct,p90_delta_peak_pct,share_lower_peak,best_condition_delta_pct,worst_condition_delta_pct
joint_g04_0478,staggered_levels:9:0.380:5,27,-7.621988709547595,-4.063301372127869,-10.168175641848793,3.905401552503403,0.7407407407407407,-17.966866419954115,19.094098904677345
joint_g02_0333,staggered_levels:9:0.380:2,27,-0.5296007214523998,-1.981780958087683,-13.269524863750615,19.835260933442967,0.7037037037037037,-24.13778681840183,32.54284797464316
joint_g02_0303,staggered_levels:9:0.380:3,27,0.35288860562909036,2.5756712548593956,-11.699839867558454,14.442562891779714,0.48148148148148145,-16.159948320420884,22.039005797044624
